STDG_SGG_CD,flood_count,total_flood_area,avg_flood_area,max_flood_area,std_flood_area,avg_flood_depth,max_flood_depth,total_duration_days,avg_duration_days,max_duration_days,first_flood_year,last_flood_year,flood_years_count,annual_flood_frequency,flood_concentration
47770,58,5475765.7,94409.75344827586,240248.0,64149.09545491061,1.3820172413793104,3.31,33.0,0.5689655172413793,1.0,2018.0,2020.0,3,19.333333333333332,19.333333333333332
47830,45,308097.1,6846.602222222222,157136.3,23424.415674137264,0.4726444444444444,2.592,45.0,1.0,1.0,2020.0,2021.0,2,22.5,22.5
47840,44,9018641.1,204969.1159090909,288130.7,91720.1664505684,0.5936590909090909,1.316,44.0,1.0,1.0,2019.0,2019.0,1,44.0,44.0
47900,10,103963.0,10396.3,30638.0,10412.516485781267,0.5,0.5,0.0,0.0,0.0,2021.0,2021.0,1,10.0,10.0
47930,35,2892150.3,82632.86571428571,169213.8,50348.44661409444,0.6781428571428572,2.969,35.0,1.0,1.0,2019.0,2019.0,1,35.0,35.0
48121,11,3580843.51,325531.22818181815,488336.381,189092.88523881053,0.6952727272727273,1.806,0.0,0.0,0.0,2016.0,2016.0,1,11.0,11.0
48123,3,812125.104,270708.368,270708.368,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,2016.0,2016.0,1,3.0,3.0
48125,4,962618.6,240654.65,308411.0,135512.7,0.5640000000000001,0.788,4.0,1.0,1.0,2019.0,2019.0,1,4.0,4.0
48127,3,3075.1000000000004,1025.0333333333335,1332.2,331.58365962956225,0.6356666666666667,1.321,3.0,1.0,1.0,2019.0,2019.0,1,3.0,3.0
48129,7,911559.9369999999,130222.84814285712,177818.677,81285.35249403032,0.5810000000000001,1.081,0.0,0.0,0.0,2016.0,2016.0,1,7.0,7.0
48170,300,15468946.403140001,51563.15467713334,730109.22423,87659.766710436,0.9983333333333333,10.5,162.0,0.54,1.0,2018.0,2020.0,3,100.0,100.0
48220,56,507644.684,9065.083642857144,44985.659,10587.584828820942,1.0201964285714287,3.621,14.0,0.25,2.0,2016.0,2021.0,4,9.333333333333334,14.0
48240,7,53815.87816,7687.982594285714,36790.82608,13168.584328838428,0.4042857142857143,0.78,7.0,1.0,1.0,2021.0,2021.0,1,7.0,7.0
48250,111,4916974.152,44297.06443243243,361672.185,62522.4527995342,0.9403063063063063,5.291,0.0,0.0,0.0,2017.0,2017.0,1,111.0,111.0
48270,497,59687559.58804,120095.69333609658,3229418.62573,321632.6323677617,0.8216720321931589,3.118,963.0,1.937625754527163,4.0,2016.0,2022.0,5,71.0,99.4
48310,11,27023.800000000003,2456.709090909091,8753.7,2883.0954345822634,0.7665454545454545,1.18,11.0,1.0,1.0,2021.0,2021.0,1,11.0,11.0
48330,26,477426.82073,18362.570028076923,160010.82971,31320.07143899952,0.931923076923077,1.982,9.0,0.34615384615384615,1.0,2016.0,2020.0,2,5.2,13.0
48740,459,3893689.71,8482.984117647058,120947.85,15646.701602502795,1.1633986928104576,3.0,483.0,1.0522875816993464,3.0,2020.0,2020.0,1,459.0,459.0
48850,49,7387540.4,150766.13061224492,646397.4,209230.89840671959,2.096877551020408,7.852,49.0,1.0,1.0,2020.0,2020.0,1,49.0,49.0
48890,1186,667416463.5,562745.7533726813,1286778.1,386449.51974765817,1.615514333895447,4.0,3807.0,3.209949409780776,5.0,2020.0,2020.0,1,1186.0,1186.0
50110,441,2034070.795,4612.405430839002,54111.269,6292.860118342849,0.6693356009070295,2.986,125.0,0.2834467120181406,2.0,2016.0,2021.0,5,73.5,88.2
50130,347,2472717.542,7125.987152737752,159328.415,12790.256877993326,0.6587925072046109,4.233,277.0,0.7982708933717579,2.0,2016.0,2022.0,5,49.57142857142857,69.4
