year,month,stn_id,stn_ko,rn_day,rn,max_rn_day,tm_rn_day,rn_day_cnt1,rn_day_cnt2,rn_day_cnt3,rn_day_cnt4,ev_s,ws,ws_max,wd_max,tm_max,cnt1,cnt2,cnt3,cnt4,cnt5,cnt6,cnt7,cnt8,cnt9
2019,5,138.0,포항,14.7,-70.5,8.4,18,4,2,0,0,,2.7,7.1,SSW,27,9,3,0,0,0,0,0,0,0
2019,5,140.0,군산,44.3,-37.5,25.9,27,7,4,2,0,,2.2,9.5,NW,6,10,6,1,,0,,,,
2019,5,143.0,대구,25.7,-54.3,16.0,18,5,4,1,0,,2.1,7.9,WNW,20,9,3,1,1,0,1,0,0,0
2019,5,146.0,전주,45.6,-45.9,20.0,27,6,4,2,0,,1.9,7.0,W,20,10,5,1,0,0,0,0,0,0
2019,5,152.0,울산,35.0,-73.1,18.9,27,5,4,1,0,,1.9,8.7,S,27,9,3,2,1,0,1,0,0,0
2019,5,155.0,창원,131.1,-11.1,63.7,27,9,6,3,2,,1.6,8.7,SSE,27,8,3,2,0,0,3,0,0,0
2019,5,156.0,광주,78.8,-17.8,40.1,18,6,5,2,1,,1.6,7.2,NE,18,9,4,2,0,0,0,0,0,0
2019,5,159.0,부산,76.1,-81.3,37.1,18,5,5,2,1,,3.3,14.8,SW,27,10,4,3,0,1,1,0,0,0
2019,5,162.0,통영,95.2,-84.9,44.9,27,7,4,2,2,,2.1,14.9,SSE,27,7,6,2,,1,,,,
2019,5,165.0,목포,122.9,33.7,57.2,18,7,7,2,2,,3.2,13.3,N,6,9,7,2,0,0,0,0,0,0
2019,5,168.0,여수,132.4,-14.1,61.5,18,7,5,3,2,,3.3,19.0,SSW,27,10,4,3,2,1,0,0,0,0
2019,5,169.0,흑산도,80.4,-22.0,31.5,27,7,5,3,1,,4.4,22.0,SSE,27,8,8,2,4,4,0,0,0,0
2019,5,170.0,완도,192.1,56.7,86.9,27,7,5,3,2,,2.6,11.1,ESE,18,9,9,3,,0,,,,
2019,5,172.0,고창,57.9,,24.2,27,7,4,2,0,,2.6,10.6,SE,27,9,5,1,,0,,,,
2019,5,174.0,순천,117.7,,48.4,18,8,5,3,2,,1.9,8.5,SE,27,8,7,3,,0,,,,
2019,5,175.0,진도(첨찰산),135.5,,97.4,27,7,7,3,1,,5.5,16.1,SSE,18,0,0,2,0,1,1,0,0,0
2019,5,177.0,홍성,21.7,,10.3,27,5,3,1,0,,1.9,6.6,SW,8,10,6,1,0,0,0,0,0,0
2019,5,184.0,제주,42.8,-53.6,19.6,18,5,3,2,0,,3.0,11.3,NNE,18,5,10,1,0,0,0,0,0,0
2019,5,185.0,고산,122.6,12.4,64.2,27,7,4,3,2,,3.6,9.0,SSE,18,5,10,1,,0,,,,
2019,5,188.0,성산,247.3,69.6,109.4,18,8,5,3,2,,3.0,10.7,SSE,18,5,8,3,,0,,,,
2019,5,189.0,서귀포,376.7,170.9,197.3,18,7,5,3,3,,1.6,8.5,S,27,6,11,3,1,0,0,0,0,0
2019,5,192.0,진주,132.3,9.5,66.0,27,7,5,3,2,,1.1,4.4,ESE,27,8,5,3,0,0,1,0,0,0
2019,5,201.0,강화,43.0,-65.8,26.0,19,4,3,2,0,,2.5,6.9,WSW,20,13,6,1,,0,,,,
2019,5,202.0,양평,25.5,-76.9,12.0,27,3,3,2,0,,1.7,9.2,W,21,13,6,2,,0,,,,
2019,5,203.0,이천,18.0,-75.8,8.0,19,3,3,0,0,,1.7,6.1,WSW,21,13,5,1,,0,,,,
2019,5,211.0,인제,12.5,-85.2,5.0,19,3,3,0,0,,1.9,7.3,S,21,10,6,1,0,0,1,0,0,0
2019,5,212.0,홍천,15.0,-90.2,7.5,19,3,3,0,0,,1.5,6.7,W,21,12,5,1,,0,,,,
2019,5,216.0,태백,24.2,-66.2,12.0,27,5,4,1,0,,1.8,7.5,SW,27,9,3,1,0,0,1,0,0,0
2019,5,217.0,정선군,18.5,,13.5,27,4,4,1,0,,2.1,13.8,NNE,21,10,5,1,0,0,1,0,0,0
2019,5,221.0,제천,26.1,-76.0,18.5,27,5,4,1,0,,2.0,7.9,WSW,21,9,6,2,,0,,,,
2019,5,226.0,보은,42.8,-51.9,18.5,27,6,4,2,0,,1.6,6.8,SSW,20,10,7,2,,0,,,,
2019,5,232.0,천안,15.1,-70.6,9.3,27,6,3,0,0,,1.6,7.6,SE,18,13,6,1,,0,,,,
2019,5,235.0,보령,31.3,-56.9,15.4,27,7,4,1,0,,1.5,10.5,SSW,27,9,6,2,,0,,,,
2019,5,236.0,부여,44.3,-54.9,28.0,27,8,4,1,0,,1.5,6.5,W,20,10,5,1,,0,,,,
2019,5,238.0,금산,44.2,-45.9,22.0,18,9,4,2,0,,1.4,6.3,E,18,10,5,0,0,0,1,0,0,0
2019,5,243.0,부안,60.7,-28.3,29.0,27,9,4,2,0,,1.8,8.4,SSE,27,10,6,1,,0,,,,
2019,5,244.0,임실,63.7,-24.3,27.5,18,9,5,2,0,,1.6,6.5,WNW,20,10,6,1,,0,,,,
2019,5,245.0,정읍,55.5,-39.1,24.6,18,6,4,2,0,,1.6,7.8,SSW,27,10,5,1,,0,,,,
2019,5,247.0,남원,51.7,-59.3,26.4,18,7,5,2,0,,1.9,7.7,NNE,18,10,5,2,,0,,,,
2019,5,248.0,장수,73.3,-35.9,33.0,18,7,6,2,2,,1.7,6.7,N,28,9,3,2,,0,,,,
2019,5,251.0,고창군,63.9,,24.7,18,8,5,2,0,,1.6,8.5,SSE,27,9,5,2,0,0,1,0,0,0
2019,5,252.0,영광군,70.1,,29.6,27,7,7,2,0,,1.7,7.5,SE,17,8,6,1,,0,,,,
2019,5,253.0,김해시,119.5,,86.1,27,6,4,3,1,,2.2,9.8,S,27,8,4,2,,0,,,,
2019,5,254.0,순창군,84.7,,44.5,18,8,6,2,1,,1.7,8.6,NNW,20,10,5,2,,0,,,,
2019,5,255.0,북창원,100.0,,68.5,27,8,6,2,1,,1.2,5.9,E,18,9,5,2,0,0,1,0,0,0
2019,5,257.0,양산시,97.5,,70.0,27,5,4,2,1,,2.2,9.1,WSW,27,8,3,2,,0,,,,
2019,5,258.0,보성군,165.1,,90.0,27,7,5,2,2,,3.2,11.2,NNW,28,9,7,2,,0,,,,
2019,5,259.0,강진군,137.0,,65.5,18,7,5,2,2,,2.5,12.0,E,18,8,7,2,,0,,,,
2019,5,260.0,장흥,145.9,20.7,58.4,27,7,5,3,2,,2.0,9.5,SSE,27,8,6,3,,0,,,,
2019,5,261.0,해남,99.0,-6.5,56.6,18,7,6,2,1,,2.3,11.6,E,18,9,7,2,,0,,,,
2019,5,262.0,고흥,140.6,0.4,80.7,18,6,5,3,2,,1.5,10.6,S,27,9,7,3,0,0,1,0,0,0
2019,5,263.0,의령군,82.0,,34.5,27,7,6,3,1,,1.3,6.1,SW,5,9,5,2,0,0,2,0,0,0
2019,5,264.0,함양군,78.0,,46.0,18,8,6,2,1,,1.4,6.9,WSW,21,9,6,3,,0,,,,
2019,5,266.0,광양시,152.4,,75.0,27,7,5,3,2,,1.6,8.9,NE,18,9,5,3,,0,,,,
2019,5,268.0,진도군,178.5,,102.5,27,7,7,3,2,,2.1,8.2,E,18,9,7,1,0,0,1,0,0,0
2019,5,271.0,봉화,46.1,-59.6,29.5,27,6,5,1,0,,1.7,7.4,N,25,8,3,2,,0,,,,
2019,5,272.0,영주,58.0,-51.9,42.0,27,6,4,1,1,,2.6,8.7,NW,21,8,6,1,,0,,,,
2019,5,273.0,문경,58.3,-47.8,40.5,27,6,4,2,1,,2.1,7.7,WNW,1,10,5,1,,0,,,,
2019,5,276.0,청송군,36.0,,20.0,27,5,3,2,0,,1.6,7.1,W,20,10,3,1,,0,,,,
2019,5,277.0,영덕,24.9,-50.7,17.5,27,3,3,1,0,,2.7,10.1,NNE,6,8,3,1,,0,,,,
2019,5,278.0,의성,39.7,-38.6,18.0,27,6,5,2,0,,1.5,6.5,W,21,9,6,1,,0,,,,
2019,5,279.0,구미,53.3,-23.7,29.1,18,6,3,2,0,,1.2,5.0,WNW,20,11,4,1,,0,,,,
2019,5,281.0,영천,23.0,-64.2,12.0,18,5,5,1,0,,1.9,6.2,W,20,9,4,2,,0,,,,
2019,5,283.0,경주시,20.9,,9.5,27,6,4,0,0,,2.4,10.3,S,27,9,4,1,,0,,,,
2019,5,284.0,거창,69.0,-25.9,37.1,18,6,4,2,1,,1.6,6.6,NNW,28,8,4,3,,0,,,,
2019,5,285.0,합천,65.0,-32.4,35.0,18,6,5,2,1,,1.4,4.9,NE,28,8,3,2,,0,,,,
2019,5,288.0,밀양,48.6,-60.1,23.7,27,7,4,2,0,,1.2,5.9,SSE,27,8,3,2,,0,,,,
2019,5,289.0,산청,120.3,16.0,52.5,18,7,4,3,2,,1.8,7.3,W,20,10,6,2,,0,,,,
2019,5,294.0,거제,158.1,-77.0,97.5,27,7,6,2,2,,1.9,9.8,ESE,27,8,5,3,,0,,,,
2019,5,295.0,남해,207.8,18.1,109.0,27,7,5,3,2,,1.4,5.7,ESE,27,7,4,3,,0,,,,
2019,6,90.0,속초,97.8,-17.9,44.0,7,14,9,2,1,,1.8,6.3,NNW,21,,,2,,0,,,,
2019,6,93.0,북춘천,88.7,,25.2,7,12,7,4,0,,1.2,7.4,ENE,9,3,11,0,0,0,4,0,0,0
2019,6,95.0,철원,57.1,-80.9,19.8,18,9,6,2,0,,1.4,7.1,NNE,15,5,8,0,0,0,2,0,0,0
2019,6,98.0,동두천,63.2,-79.6,24.1,18,9,6,2,0,,1.3,6.2,WNW,3,5,10,1,0,0,4,0,0,0
2019,6,99.0,파주,62.2,,24.1,7,5,4,2,0,,1.3,6.4,E,15,6,10,2,0,0,3,0,0,0
2019,6,100.0,대관령,168.5,-32.5,93.9,7,15,12,4,1,,2.2,7.7,W,18,4,13,0,0,0,3,0,0,0
2019,6,101.0,춘천,76.4,-46.7,24.6,7,11,8,4,0,,1.5,6.6,N,21,0,0,1,0,0,3,0,0,0
2019,6,102.0,백령도,48.5,-26.3,12.6,10,11,8,1,0,,3.0,11.0,SSE,3,5,15,5,17,0,7,0,0,0
2019,6,104.0,북강릉,122.4,,65.3,7,13,12,3,1,,1.4,5.6,ESE,7,7,13,1,2,0,3,0,0,0
2019,6,105.0,강릉,132.2,11.6,69.0,7,14,13,3,1,,1.9,6.0,SW,20,5,10,1,0,0,2,0,0,0
2019,6,106.0,동해,125.4,15.0,72.4,7,15,8,4,1,,1.9,8.0,NE,15,4,12,2,0,0,1,0,0,0
2019,6,108.0,서울,74.0,-59.2,35.3,7,10,8,2,1,,1.7,5.3,W,15,6,10,1,0,0,4,0,0,0
2019,6,112.0,인천,49.7,-62.3,26.8,7,10,6,1,0,,2.6,7.1,ENE,7,8,11,1,1,0,3,0,0,0
2019,6,114.0,원주,67.9,-72.2,23.4,7,10,8,2,0,,1.0,6.1,NNE,15,6,8,1,0,0,3,0,0,0
2019,6,115.0,울릉도,242.0,126.7,147.4,27,12,7,5,2,,4.0,15.9,NNE,7,2,15,4,10,1,3,0,0,0
2019,6,119.0,수원,68.8,-60.4,38.7,7,12,6,3,1,,1.8,5.7,WSW,15,7,12,1,0,0,2,0,0,0
2019,6,121.0,영월,126.9,-17.0,76.4,15,8,7,3,1,,1.1,7.8,E,9,5,9,0,0,0,3,0,0,0
2019,6,127.0,충주,59.6,-75.1,33.4,7,8,6,2,1,,1.3,6.3,NNW,15,6,11,1,0,0,2,0,0,0
2019,6,129.0,서산,56.3,-82.1,25.3,7,7,5,3,0,,1.7,6.2,NW,3,7,8,1,,0,,,,
2019,6,130.0,울진,142.1,36.3,77.9,7,10,6,4,1,,2.4,8.3,E,7,4,9,2,0,0,1,0,0,0
2019,6,131.0,청주,82.5,-61.6,33.6,7,6,5,4,1,,1.3,4.8,NE,6,7,11,2,0,0,0,0,0,0
2019,6,133.0,대전,77.9,-128.4,25.6,7,8,6,4,0,,1.3,5.6,WSW,15,5,13,2,0,0,2,0,0,0
2019,6,135.0,추풍령,116.5,-29.8,42.9,29,8,7,4,1,,1.9,8.2,ENE,7,5,8,2,0,0,1,0,0,0
2019,6,136.0,안동,88.7,-48.1,30.8,26,7,5,5,1,,1.5,5.9,ESE,9,4,10,1,1,0,2,0,0,0
2019,6,137.0,상주,109.5,,37.6,7,9,8,5,1,,1.0,4.1,WSW,15,5,9,2,0,0,1,0,0,0
2019,6,138.0,포항,190.1,48.5,46.4,26,10,8,5,3,,2.3,6.6,N,21,4,11,3,0,0,2,0,0,0
2019,6,140.0,군산,74.8,-80.0,29.5,6,8,6,2,0,,1.9,8.6,WNW,15,7,8,1,,0,,,,
2019,6,143.0,대구,160.8,18.2,60.0,26,8,8,5,2,,2.1,7.4,ESE,9,4,8,3,0,0,2,0,0,0
2019,6,146.0,전주,89.1,-78.8,46.1,29,8,7,3,1,,1.5,5.3,W,15,3,10,4,1,0,1,0,0,0
2019,6,152.0,울산,247.5,70.7,106.5,26,10,9,6,3,,1.7,5.2,ENE,8,4,9,3,0,0,3,0,0,0
2019,6,155.0,창원,324.0,91.7,112.5,26,8,7,5,3,,1.5,5.8,SSE,16,3,12,2,1,0,1,0,0,0
2019,6,156.0,광주,158.0,-23.5,83.0,29,9,6,4,1,,1.3,5.8,NE,26,3,10,3,0,0,1,0,0,0
2019,6,159.0,부산,324.3,117.6,112.5,26,9,7,5,4,,2.6,12.5,SSW,29,4,11,4,5,0,2,0,0,0
2019,6,162.0,통영,411.3,213.7,147.1,26,8,6,6,5,,2.0,10.6,S,29,2,10,3,0,0,4,0,0,0
2019,6,165.0,목포,172.3,-0.8,78.0,29,8,5,3,2,,2.7,9.1,N,15,2,9,1,3,0,2,0,0,0
2019,6,168.0,여수,289.2,75.5,105.4,29,9,6,5,4,,2.7,11.7,SW,15,4,9,2,1,0,0,0,0,0
2019,6,169.0,흑산도,199.1,24.4,92.5,29,7,4,3,2,,3.0,12.5,NNW,7,5,14,2,14,0,2,0,0,0
2019,6,170.0,완도,295.9,52.9,98.1,29,9,5,3,3,,2.1,9.6,ESE,6,2,9,3,0,0,2,0,0,0
2019,6,172.0,고창,72.2,,38.0,29,6,5,3,1,,2.1,9.9,NW,3,2,8,4,0,0,2,0,0,0
2019,6,174.0,순천,232.6,,87.4,29,12,10,5,2,,1.4,5.4,NW,15,3,7,3,0,0,2,0,0,0
2019,6,177.0,홍성,46.7,,19.7,7,5,5,2,0,,1.3,5.5,NE,6,8,10,1,1,0,1,0,0,0
2019,6,184.0,제주,145.8,-35.6,85.1,26,8,5,3,2,,2.6,11.4,SW,29,2,9,2,0,0,2,0,0,0
2019,6,185.0,고산,172.9,24.2,109.9,26,7,6,3,2,,2.3,9.3,N,7,1,8,2,0,0,2,0,0,0
2019,6,188.0,성산,170.2,-53.5,94.8,26,10,7,3,2,,2.6,13.1,NNW,7,0,8,4,0,0,2,0,0,0
2019,6,189.0,서귀포,189.1,-87.8,116.8,26,9,6,3,2,,1.6,6.8,SSW,6,2,9,4,3,0,2,0,0,0
2019,6,192.0,진주,243.7,30.7,93.7,26,11,8,5,3,,1.0,4.1,NW,15,3,7,2,0,0,1,0,0,0
2019,6,201.0,강화,43.4,-80.0,24.0,7,8,5,2,0,,2.1,6.6,ENE,7,7,11,1,0,0,2,0,0,0
2019,6,202.0,양평,61.6,-82.0,31.0,7,9,8,2,1,,1.5,8.3,NE,15,5,11,1,0,0,3,0,0,0
2019,6,203.0,이천,78.5,-67.5,43.8,7,11,7,2,1,,1.3,4.6,WSW,15,5,10,1,0,0,1,0,0,0
2019,6,211.0,인제,97.0,-21.2,26.0,7,11,9,4,0,,1.6,5.6,NNE,21,6,14,0,0,0,2,0,0,0
2019,6,212.0,홍천,65.6,-75.0,34.5,7,11,7,1,1,,1.3,6.3,N,15,7,9,1,0,0,2,0,0,0
2019,6,216.0,태백,132.6,-9.6,51.1,7,12,11,5,1,,1.6,6.3,NE,21,4,11,1,0,0,3,0,0,0
2019,6,217.0,정선군,88.2,,28.0,7,12,8,3,0,,1.3,8.5,NE,5,3,11,0,0,0,2,0,0,0
2019,6,221.0,제천,90.0,-64.2,34.0,7,12,9,3,1,,1.4,7.6,WSW,15,6,10,0,0,0,3,0,0,0
2019,6,226.0,보은,73.9,-85.4,21.0,7,9,7,4,0,,1.3,5.6,S,15,3,8,3,,0,,,,
2019,6,232.0,천안,84.9,-48.2,31.6,7,6,6,3,1,,1.2,6.2,SSE,9,7,9,2,0,0,2,0,0,0
2019,6,235.0,보령,56.0,-81.5,17.1,7,5,5,3,0,,1.1,5.4,SSW,18,6,6,3,,0,,,,
2019,6,236.0,부여,59.9,-106.3,24.5,6,8,4,3,0,,1.3,5.8,WNW,15,7,9,1,0,0,1,0,0,0
2019,6,238.0,금산,101.0,-72.0,40.0,29,8,8,4,1,,1.0,4.5,SSE,6,4,8,3,0,0,2,0,0,0
2019,6,243.0,부안,89.0,-61.0,48.0,29,7,6,3,1,,1.5,6.1,ESE,6,6,10,2,,0,,,,
2019,6,244.0,임실,98.5,-70.7,33.5,29,12,9,4,1,,1.3,6.5,SE,6,3,8,4,0,0,1,0,0,0
2019,6,245.0,정읍,71.8,-84.3,36.4,29,8,5,3,1,,,5.6,N,7,4,9,4,,0,,,,
2019,6,247.0,남원,217.5,40.8,62.6,22,11,10,7,3,,1.5,6.6,N,7,3,9,4,0,0,1,0,0,0
2019,6,248.0,장수,169.7,-19.5,46.5,29,12,9,6,2,,1.4,5.1,NW,15,3,9,4,0,0,2,0,0,0
2019,6,251.0,고창군,74.6,,39.0,29,6,5,3,1,,1.3,7.4,ESE,6,3,9,3,,0,,,,
2019,6,252.0,영광군,79.7,,40.1,29,5,4,3,1,,1.3,5.7,SE,6,3,9,2,,0,,,,
2019,6,253.0,김해시,257.6,,97.5,26,10,6,6,2,,1.8,6.5,SSE,2,3,9,2,0,0,2,0,0,0
2019,6,254.0,순창군,164.6,,46.0,29,10,9,5,2,,1.3,6.8,NNW,15,3,6,4,0,0,1,0,0,0
2019,6,255.0,북창원,322.5,,133.5,26,8,7,6,3,,1.0,4.3,E,23,3,9,3,0,0,2,0,0,0
2019,6,257.0,양산시,253.1,,106.0,26,10,7,6,2,,2.0,6.4,SW,29,3,11,3,0,0,2,0,0,0
2019,6,258.0,보성군,271.2,,99.0,26,11,9,4,3,,2.4,9.2,E,6,3,9,3,0,0,2,0,0,0
2019,6,259.0,강진군,275.1,,98.5,6,10,9,5,3,,1.8,7.4,E,6,4,12,3,0,0,1,0,0,0
2019,6,260.0,장흥,262.2,43.2,86.5,29,10,8,5,3,,1.5,7.0,SE,6,2,9,3,0,0,3,0,0,0
2019,6,261.0,해남,45.1,-154.4,27.5,6,6,4,2,0,,1.7,9.3,ESE,6,3,8,4,0,0,4,0,0,0
2019,6,262.0,고흥,266.7,50.7,99.7,29,8,7,3,3,,1.2,6.9,NW,7,4,10,3,0,0,3,0,0,0
2019,6,263.0,의령군,188.7,,91.5,26,11,8,4,3,,1.1,4.8,N,7,3,8,3,,0,,,,
2019,6,264.0,함양군,137.0,,50.0,26,10,10,4,2,,0.9,5.8,WSW,15,3,7,2,,0,,,,
2019,6,266.0,광양시,255.8,,100.0,26,13,9,5,2,,1.2,8.0,NE,6,3,10,4,0,0,2,0,0,0
2019,6,268.0,진도군,240.5,,104.0,29,7,6,4,2,,1.6,7.6,SW,29,4,9,3,0,0,2,0,0,0
2019,6,271.0,봉화,156.9,-0.5,61.5,27,12,7,6,1,,1.4,5.7,NNW,18,4,10,2,,0,,,,
2019,6,272.0,영주,87.7,-76.9,31.5,7,9,6,4,1,,1.7,7.2,NW,5,5,9,2,,0,,,,
2019,6,273.0,문경,82.5,-80.7,36.0,7,7,6,4,1,,1.5,8.9,NW,15,5,9,3,,0,,,,
2019,6,276.0,청송군,187.0,,46.0,15,7,7,6,4,,1.2,5.6,E,7,5,7,2,,0,,,,
2019,6,277.0,영덕,242.2,122.4,78.5,7,10,6,6,3,,2.2,10.2,NNE,21,4,9,3,0,0,1,0,0,0
2019,6,278.0,의성,100.6,-31.4,29.0,29,8,5,5,0,,1.2,6.1,NE,15,3,7,2,0,0,1,0,0,0
2019,6,279.0,구미,113.2,-17.1,36.5,26,9,6,4,2,,1.0,3.8,ENE,15,3,7,2,0,0,1,0,0,0
2019,6,281.0,영천,242.1,106.3,77.0,26,10,8,5,3,,1.7,6.2,E,21,4,8,2,0,0,3,0,0,0
2019,6,283.0,경주시,175.0,,51.5,26,9,9,4,2,,1.9,7.1,S,6,5,7,4,0,0,2,0,0,0
2019,6,284.0,거창,147.5,-26.7,48.6,26,9,7,5,2,,1.1,5.1,SE,25,3,8,2,0,0,2,0,0,0
2019,6,285.0,합천,208.6,39.7,75.0,26,10,9,6,3,,1.2,4.9,NE,21,3,8,3,0,0,2,0,0,0
2019,6,288.0,밀양,217.6,31.3,79.6,26,9,8,4,3,,1.1,4.8,SE,4,3,7,3,0,0,2,0,0,0
2019,6,289.0,산청,161.5,-32.4,72.5,26,12,10,4,2,,1.3,6.1,W,15,3,7,3,0,0,1,0,0,0
2019,6,294.0,거제,428.0,158.1,119.0,29,8,6,6,5,,1.7,5.5,NW,29,3,9,2,0,0,3,0,0,0
2019,6,295.0,남해,442.1,173.8,179.5,26,12,6,6,4,,1.2,3.9,WNW,15,2,10,3,0,0,1,0,0,0
2019,7,90.0,속초,234.4,-12.5,92.5,11,12,11,5,2,,1.7,6.7,NNW,11,,,3,,0,,,,
2019,7,93.0,북춘천,252.2,,85.7,26,13,9,7,2,,1.2,5.7,ENE,10,2,15,6,0,0,5,0,0,0
2019,7,95.0,철원,305.3,-95.6,105.4,26,17,12,7,3,,1.6,6.4,NNE,6,1,14,0,0,0,6,0,0,0
2019,7,98.0,동두천,329.8,-94.2,80.8,28,17,15,7,3,,1.4,5.8,WSW,1,0,12,3,0,0,7,0,0,0
2019,7,99.0,파주,259.6,,87.5,26,12,12,6,3,,1.4,5.2,WSW,30,0,13,3,0,0,4,0,0,0
2019,7,100.0,대관령,183.8,-142.9,62.0,11,17,15,5,2,,2.6,10.6,WSW,22,2,15,3,0,0,1,0,0,0
2019,7,101.0,춘천,238.6,-145.2,72.0,26,12,10,5,2,,1.5,6.2,ENE,6,0,0,4,0,0,3,0,0,0
2019,7,102.0,백령도,128.7,-72.4,43.0,26,9,8,4,2,,2.9,7.8,S,30,5,15,7,21,0,2,0,0,0
2019,7,104.0,북강릉,251.0,,103.6,11,15,11,6,2,,1.5,6.2,W,22,2,12,5,3,0,1,0,0,0
2019,7,105.0,강릉,220.8,-22.0,100.5,11,17,13,4,2,,2.1,6.4,SW,22,3,15,1,0,0,1,0,0,0
2019,7,106.0,동해,191.4,-43.3,70.5,11,14,9,3,3,,1.8,8.0,S,20,2,14,2,,0,,,,
2019,7,108.0,서울,194.4,-200.3,62.3,31,16,12,3,2,,1.8,5.9,SSW,30,1,17,6,0,0,5,0,0,0
2019,7,112.0,인천,220.8,-98.8,61.1,26,14,12,5,4,,2.9,8.2,ESE,20,0,16,6,15,0,4,0,0,0
2019,7,114.0,원주,137.1,-225.1,28.5,15,14,13,5,0,,1.1,6.8,NNE,7,1,14,3,0,0,3,0,0,0
2019,7,115.0,울릉도,105.8,-64.4,51.7,11,10,8,3,1,,4.3,11.1,SW,22,5,14,2,9,0,0,0,0,0
2019,7,119.0,수원,190.9,-160.2,108.0,26,13,10,6,1,,2.1,7.5,ESE,20,1,15,3,0,0,4,0,0,0
2019,7,121.0,영월,128.7,-163.6,28.7,21,13,9,5,0,,1.1,7.6,ESE,20,2,13,3,0,0,1,0,0,0
2019,7,127.0,충주,161.4,-132.1,33.1,25,16,11,7,1,,1.4,5.9,E,7,1,11,4,0,0,2,0,0,0
2019,7,129.0,서산,174.5,-98.9,56.3,26,13,11,4,2,,2.3,7.2,SSW,28,2,8,3,0,0,4,0,0,0
2019,7,130.0,울진,135.9,-50.9,49.0,20,14,7,4,2,,2.3,15.7,E,20,2,16,2,,1,,,,
2019,7,131.0,청주,204.8,-77.9,97.7,25,10,9,7,1,,1.5,5.2,E,7,2,15,4,0,0,4,0,0,0
2019,7,133.0,대전,199.0,-134.9,46.5,25,12,11,8,1,,1.6,7.0,ENE,6,2,15,3,3,0,4,0,0,0
2019,7,135.0,추풍령,185.4,-99.2,51.7,21,14,12,5,3,,2.1,10.9,ENE,20,2,16,3,0,0,2,0,0,0
2019,7,136.0,안동,106.7,-137.6,28.9,21,10,10,4,0,,1.6,5.7,SE,6,1,15,3,2,0,1,0,0,0
2019,7,137.0,상주,221.2,,45.6,21,13,11,8,3,,1.0,4.0,W,11,2,15,5,,0,,,,
2019,7,138.0,포항,94.9,-108.3,58.4,20,9,4,2,1,,2.7,8.5,ESE,20,2,18,4,0,0,0,0,0,0
2019,7,140.0,군산,198.1,-43.1,47.6,27,13,8,6,3,,2.1,8.5,SW,31,1,13,2,0,0,3,0,0,0
2019,7,143.0,대구,139.4,-84.6,64.5,20,12,10,4,1,,1.9,7.3,ESE,6,1,20,4,0,0,1,0,0,0
2019,7,146.0,전주,176.2,-123.4,44.0,21,13,11,7,2,,1.5,5.2,E,6,1,16,3,0,0,2,0,0,0
2019,7,152.0,울산,206.5,-25.8,128.2,20,11,8,4,1,,2.1,7.7,ESE,20,2,17,4,0,0,0,0,0,0
2019,7,155.0,창원,265.7,-28.1,129.3,20,14,11,6,3,,1.7,9.7,ESE,20,1,16,6,1,0,0,0,0,0
2019,7,156.0,광주,242.2,-66.7,61.6,27,13,12,9,3,,1.8,7.6,SSW,20,1,17,6,0,0,2,0,0,0
2019,7,159.0,부산,358.9,42.0,172.2,20,10,9,5,5,,3.7,10.7,SW,21,2,16,5,5,0,0,0,0,0
2019,7,162.0,통영,329.3,15.8,112.4,20,14,10,5,4,,2.5,12.4,SSE,20,1,15,7,,0,,,,
2019,7,165.0,목포,167.0,-69.7,64.3,20,15,9,5,1,,3.1,9.2,SE,20,1,16,4,2,0,2,0,0,0
2019,7,168.0,여수,303.5,12.0,119.4,19,11,7,6,2,,3.5,13.7,SSW,20,2,14,6,5,0,0,0,0,0
2019,7,169.0,흑산도,148.1,-77.9,47.7,26,10,10,6,1,,3.9,16.1,NNE,20,1,22,10,23,1,3,0,0,0
2019,7,170.0,완도,317.6,31.9,135.7,20,13,10,6,3,,2.4,15.0,E,20,2,16,5,0,2,1,0,0,0
2019,7,172.0,고창,142.9,,48.6,20,15,10,6,2,,2.6,12.4,E,20,1,16,6,,0,,,,
2019,7,174.0,순천,342.4,,180.8,20,14,8,6,2,,1.4,9.4,ESE,20,1,16,6,0,0,2,0,0,0
2019,7,177.0,홍성,228.6,,132.8,25,14,11,3,2,,1.8,7.1,SW,25,1,17,1,4,0,3,0,0,0
2019,7,184.0,제주,510.1,270.2,187.7,19,13,12,7,4,,2.6,9.6,SW,20,1,14,7,1,0,2,0,0,0
2019,7,185.0,고산,191.3,13.3,62.6,19,14,12,4,3,,2.5,5.0,ENE,10,1,14,5,,0,,,,
2019,7,188.0,성산,516.5,233.3,262.7,19,13,10,6,5,,3.5,12.5,SE,19,1,13,8,0,0,2,0,0,0
2019,7,189.0,서귀포,452.1,142.3,152.9,19,16,13,5,5,,1.9,10.3,S,20,0,21,9,8,0,3,0,0,0
2019,7,192.0,진주,234.0,-66.0,113.1,20,13,8,5,2,,1.1,4.7,WSW,11,1,18,5,,0,,,,
2019,7,201.0,강화,307.9,-50.3,108.5,26,15,9,5,4,,2.4,7.0,SW,28,2,10,6,0,0,6,0,0,0
2019,7,202.0,양평,215.1,-183.9,52.5,26,16,14,7,2,,1.5,5.5,SE,7,0,12,4,0,0,4,0,0,0
2019,7,203.0,이천,259.9,-110.3,63.8,26,18,12,8,4,,1.4,5.6,S,5,0,12,2,0,0,3,0,0,0
