SIGUNGU,FLOOD_YEAR,FLOOD_MONTH,FLOOD_AREA
50110,2018,10,37710.395
50110,2018,10,1925.84
50110,2018,8,1533.87
50110,2018,8,6193.379
50110,2018,10,8360.902
50110,2018,8,11956.881
50110,2018,10,2094.501
50110,2018,10,4847.949
50110,2018,10,3193.695
50110,2018,10,8172.793
50110,2018,10,3710.509
50110,2018,10,6799.802
50110,2018,10,1950.594
50110,2018,10,12466.578
50110,2018,10,4802.4
50110,2018,10,11228.35
50130,2018,10,3257.448
50130,2018,9,36198.145
50130,2018,9,11317.191
50130,2018,10,13405.25
50130,2018,9,12111.659
50130,2018,9,8155.426
50130,2018,9,17223.336
42170,2019,10,19018.1
42230,2019,10,25027.7
42230,2019,10,38494.7
42230,2019,10,14740.0
42230,2019,10,1405.6
42230,2019,10,13156.4
50110,2018,10,13024.115
50110,2018,10,7366.493
50110,2018,10,7064.658
50110,2018,10,6144.101
50110,2018,8,2032.237
50110,2018,10,8888.648
50110,2018,10,20788.11
50110,2018,8,6753.152
50110,2018,10,4679.434
50110,2018,8,4269.632
50110,2018,10,21413.994
50110,2018,8,3639.86
50110,2018,10,9957.78
50110,2018,8,46727.277
50110,2018,8,9386.166
50130,2018,10,20120.936
50130,2018,9,16433.043
50130,2018,9,36783.887
50130,2018,9,2553.913
50130,2018,10,4639.975
50130,2018,9,29444.346
50130,2018,10,3670.773
50130,2018,9,4199.243
50130,2018,9,19156.816
42230,2019,10,12833.8
42230,2019,10,9036.4
42230,2019,10,4982.6
42230,2019,10,10284.5
50110,2018,10,6905.211
50110,2018,10,8210.232
50110,2018,10,18834.242
50110,2018,10,7181.543
50110,2018,10,3414.818
50110,2018,10,7380.78
50110,2018,10,2936.954
50110,2018,8,2493.182
50130,2018,9,5008.667
50130,2018,10,2716.095
50130,2018,9,37092.098
50130,2018,9,16198.048
26440,2019,7,57711.0
26440,2019,7,2372.6
42230,2019,10,4829.0
42230,2019,10,11871.1
42230,2019,10,9153.0
42230,2019,10,3360.5
42230,2019,10,37696.0
42230,2019,10,3592.0
42230,2019,10,12839.2
42230,2019,10,11615.8
42230,2019,10,3549.2
50110,2018,10,17067.105
50110,2018,10,2609.415
50110,2018,10,13680.859
50110,2018,10,10469.629
50110,2018,10,29259.752
50110,2018,8,5984.23
50110,2018,10,10751.813
50110,2018,10,370.451
50110,2018,10,3410.347
50110,2018,10,6794.695
26440,2019,7,214866.7
26440,2019,7,378718.1
42230,2019,10,32775.6
42230,2019,10,131030.6
42230,2019,10,5295.5
42230,2019,10,5851.0
50110,2018,10,5563.269
50110,2018,10,12497.369
50110,2018,8,1140.843
50110,2018,8,1506.314
50110,2018,8,487.919
50110,2018,8,1871.851
50110,2018,10,4655.03
50130,2018,10,5542.416
50130,2018,9,14487.778
50130,2018,9,14975.316
50130,2018,9,26940.627
42230,2019,10,14325.5
42230,2019,10,14908.2
50110,2018,10,6333.924
50110,2018,10,1652.483
50110,2018,10,4974.428
50110,2018,10,1945.357
50110,2018,8,7607.984
50110,2018,10,16354.906
50110,2018,10,27841.043
50110,2018,10,2805.429
50110,2018,10,7442.039
50110,2018,8,6238.912
50110,2018,8,7096.538
50110,2018,10,4762.653
50110,2018,8,8875.057
50110,2018,10,2743.698
50110,2018,8,6913.056
50110,2018,10,1561.07
30230,2019,9,1138.6
30230,2019,9,358.7
30230,2019,9,47.5
31200,2019,10,6320.9
31200,2019,10,2203.2
31200,2019,10,4203.9
31710,2019,10,3325.0
42230,2019,10,12700.4
42230,2019,10,9082.2
42230,2019,10,3006.0
42230,2019,10,51513.2
42230,2019,10,1242.6
42230,2019,10,8371.1
42230,2019,10,55057.7
50110,2018,10,19107.67
50110,2018,8,6534.01
50110,2018,10,1030.858
50110,2018,10,17914.295
50110,2018,10,12517.819
50110,2018,10,3697.468
50110,2018,8,3903.877
50110,2018,10,2900.628
50110,2018,10,4777.138
50110,2018,8,7631.305
50110,2018,10,6533.463
50110,2018,10,2063.087
50110,2018,8,1734.022
50110,2018,8,4326.236
50110,2018,10,2596.898
36110,2019,7,257.0
36110,2019,7,445.2
42150,2019,10,25266.2
42150,2019,10,8371.0
42150,2019,10,11025.1
42150,2019,10,483.0
42150,2019,10,6644.7
42230,2019,10,3417.5
42230,2019,10,9778.9
42230,2019,10,4883.1
42230,2019,10,850.0
50110,2018,10,54111.27
50110,2018,8,9300.658
50110,2018,10,2487.697
50110,2018,10,8741.766
50110,2018,8,5572.902
50130,2018,10,11293.515
50130,2018,10,2443.283
50130,2018,10,8119.474
50130,2018,10,1630.036
50130,2018,10,1363.465
50130,2018,10,10546.674
50130,2018,10,3100.606
50130,2018,10,6621.203
50130,2018,10,5685.798
50130,2018,10,1487.239
50130,2018,10,3652.205
50130,2018,10,41414.09
50130,2018,10,4344.113
42150,2019,10,199966.8
42150,2019,10,137446.8
42230,2019,10,4492.4
42230,2019,10,4015.3
50110,2018,10,45979.668
50110,2018,10,13657.816
50110,2018,10,19449.717
50110,2018,10,10299.559
50130,2018,10,9740.322
50130,2018,10,7576.71
50130,2018,10,8212.667
50130,2018,10,3646.009
50130,2018,10,7501.412
50130,2018,10,48294.703
50130,2018,10,159328.42
42150,2019,10,52829.3
42150,2019,10,58153.8
42230,2019,10,8896.6
42230,2019,10,8738.6
42230,2019,10,1802.8
42230,2019,10,7894.4
42230,2019,10,14625.2
50110,2018,10,22799.64
50110,2018,10,6195.956
50110,2018,8,2831.306
50110,2018,10,9772.935
50110,2018,10,4225.378
50110,2018,10,9013.975
50110,2018,8,5332.317
50130,2018,10,3575.239
50130,2018,10,6714.321
50130,2018,10,47650.61
50130,2018,10,932.588
50130,2018,10,13296.985
50130,2018,10,6293.595
50130,2018,10,13580.314
50130,2018,8,1080.779
50130,2018,10,64586.387
50130,2018,10,11893.299
50130,2018,9,1390.537
50130,2018,9,1072.009
42150,2019,10,23654.5
42230,2019,10,9417.9
42230,2019,10,29058.4
42230,2019,10,22889.4
42230,2019,10,2548.7
50110,2018,8,4197.722
50110,2018,10,4119.653
47770,2019,10,154383.0
46820,2019,8,17559.785
46820,2019,8,54718.605
47930,2019,10,79376.8
47930,2019,10,21640.3
46820,2019,8,38695.99
46820,2019,8,14763.369
46820,2019,8,35445.473
46820,2019,8,22855.506
46820,2019,8,52013.426
46820,2019,8,60054.32
46820,2019,8,8697.542
46820,2019,8,3995.18
47113,2019,10,262699.4
47930,2019,10,81512.1
47770,2019,10,21128.5
47930,2019,10,40814.1
50130,2018,9,13271.314
50130,2018,9,10571.991
47930,2019,10,33536.1
46820,2019,8,57126.645
46820,2019,8,47750.938
46820,2019,8,18430.26
46820,2019,8,46179.266
46820,2019,8,17161.787
46820,2019,8,16103.172
46820,2019,8,10413.408
46820,2019,8,12736.551
50130,2018,9,19770.365
46820,2019,8,12854.637
46820,2019,8,82413.17
47760,2019,10,3087.2
47760,2019,10,382.4
47760,2019,10,1066.3
47760,2019,10,691.0
47760,2019,10,1498.5
47760,2019,10,11472.3
47770,2019,10,11050.8
47770,2019,10,110875.4
42230,2019,10,8714.8
48125,2019,10,37385.6
46820,2019,8,19283.684
46820,2019,8,76015.336
42230,2019,10,4106.5
46820,2019,8,38388.414
46820,2019,8,5666.32
46820,2019,8,44994.535
46820,2019,8,38225.844
46820,2019,8,29105.312
46820,2019,8,23810.383
46820,2019,8,18603.648
47760,2019,10,240.1
47760,2019,10,3697.5
47760,2019,10,9893.9
47760,2019,10,6664.1
47760,2019,10,19029.4
47770,2019,10,141369.4
47770,2019,10,81310.1
48125,2019,10,308411.0
48127,2019,10,673.5
48127,2019,10,1069.4
48127,2019,10,1332.2
48170,2019,10,37507.9
46820,2019,8,19895.236
46820,2019,8,69992.7
46820,2019,8,23597.309
46820,2019,8,36138.992
46820,2019,8,41584.086
46820,2019,8,11505.908
46820,2019,8,35352.477
46820,2019,8,10392.407
47111,2019,9,24770.8
47760,2019,10,93061.5
47760,2019,10,20007.7
47760,2019,10,29734.8
47760,2019,10,10387.1
47770,2019,10,86765.8
47840,2019,10,116032.1
47840,2019,10,181124.6
48170,2019,10,1980.0233
48170,2019,10,19755.938
48170,2019,10,36656.785
48170,2019,10,1169.2115
48170,2019,10,8536.217
47760,2019,10,7257.8
50110,2018,10,3426.856
50110,2018,10,6014.81
48170,2019,10,370635.1
47113,2019,10,61884.0
47113,2019,10,29962.5
47760,2019,10,20275.1
47760,2019,10,7418.2
47760,2019,10,2911.0
47760,2019,10,2672.2
47760,2019,10,5977.5
47760,2019,10,2928.8
47760,2019,10,3012.1
47760,2019,10,2475.3
47840,2019,10,288130.7
47840,2019,10,224343.1
48170,2019,10,125813.22
48170,2019,10,8198.098
48170,2019,10,654.5357
48170,2019,10,2883.5574
50130,2018,10,9995.04
50130,2018,8,3396.694
50130,2018,8,1262.456
48170,2019,10,446563.4
48170,2019,10,2508.8733
48170,2019,10,22697.611
47113,2019,10,82296.0
47760,2019,10,3254.6
47760,2019,10,1685.7
47760,2019,10,3750.7
47760,2019,10,2434.7
47760,2019,10,757.2
47760,2019,10,2366.4
47760,2019,10,793.9
47760,2019,10,1435.3
47760,2019,10,2433.0
47760,2019,10,1178.1
47760,2019,10,1965.1
47760,2019,10,1501.2
48170,2019,10,2832.1902
48170,2019,10,163882.55
48170,2019,10,588298.7
48170,2019,10,199887.19
48170,2019,10,8913.712
48170,2019,10,7778.4746
48170,2019,10,310936.75
50130,2018,10,61335.29
50130,2018,10,754.831
47760,2019,10,4917.5
47760,2019,10,917.0
47760,2019,10,1632.0
47760,2019,10,3893.9
47760,2019,10,1501.5
47760,2019,10,2683.9
47760,2019,10,4523.1
47760,2019,10,1712.8
47760,2019,10,409.2
47840,2019,10,10165.9
50110,2018,10,3011.043
50110,2018,8,1069.941
50110,2018,10,6224.198
50110,2018,8,3162.418
50110,2018,10,6784.363
50110,2018,8,16940.744
50110,2018,8,10830.734
50110,2018,8,2554.535
50110,2018,10,8156.909
50130,2018,9,9679.627
50130,2018,9,11815.099
50130,2018,9,1838.341
50130,2018,9,10155.915
50130,2018,9,40913.74
50130,2018,10,10404.757
50130,2018,9,16138.322
50130,2018,10,16930.992
50130,2018,9,9050.387
42170,2019,10,77282.0
48250,2017,10,14355.088
48250,2017,10,24467.824
48250,2017,10,16977.719
48250,2017,10,4668.388
42230,2019,10,2647.0
42230,2019,10,41641.0
42230,2019,10,27141.5
42230,2019,10,5841.0
42230,2019,10,10723.6
42230,2019,10,5714.0
42230,2019,10,8713.4
42230,2019,10,5299.9
42230,2019,10,8214.2
42230,2019,10,6831.8
42230,2019,10,18701.4
42230,2019,10,14568.9
42230,2019,10,37444.3
42230,2019,10,3478.1
42230,2019,10,10834.8
42230,2019,10,6214.2
42230,2019,10,12559.0
42230,2019,10,7581.2
42230,2019,10,19689.2
42230,2019,10,7255.5
42230,2019,10,1530.2
42230,2019,10,5691.2
42230,2019,10,23155.0
42230,2019,10,25222.2
42230,2019,10,6187.9
42230,2019,10,26881.6
42230,2019,10,62525.8
42230,2019,10,19348.1
42230,2019,10,14093.6
43114,2017,7,12956.171
50110,2018,10,8426.026
50110,2018,8,16198.78
50110,2018,8,6564.668
50110,2018,8,12675.009
50110,2018,10,19380.982
50110,2018,8,13389.966
50130,2018,9,7770.051
50130,2018,9,88.727
50130,2018,9,337.59
50130,2018,9,928.673
50130,2018,9,29867.697
50130,2018,10,15028.671
50130,2018,9,1999.455
50130,2018,9,4349.899
50130,2018,10,1533.28
50130,2018,10,4169.699
50130,2018,9,14150.644
50130,2018,9,40061.883
42150,2019,10,57099.5
42230,2019,10,4390.0
42230,2019,10,31012.3
42230,2019,10,45958.5
42230,2019,10,17712.9
50110,2018,8,5522.246
50110,2018,8,10081.618
50110,2018,10,8963.938
50110,2018,10,20784.527
50110,2018,8,7760.04
50110,2018,8,9630.228
50110,2018,8,20546.154
50130,2018,9,7934.422
50130,2018,10,22295.217
50130,2018,9,11025.991
50130,2018,9,2220.482
50130,2018,9,11281.456
50130,2018,9,12943.212
50130,2018,9,10252.27
50130,2018,9,3128.166
50130,2018,9,11222.814
50130,2018,9,8674.813
50130,2018,9,1709.866
42150,2019,10,13041.2
42150,2019,10,6185.5
42150,2019,10,22412.1
42230,2019,10,23267.7
42230,2019,10,12050.1
42230,2019,10,10887.4
42230,2019,10,4145.9
50110,2018,10,13949.792
50110,2018,10,8433.527
50110,2018,8,1871.75
50110,2018,10,460.9
50110,2018,10,15193.506
50110,2018,10,9106.991
41461,2020,7,23929.3
41461,2020,7,35716.4
41461,2020,7,224037.3
41461,2020,7,67580.4
41461,2020,7,52630.2
41461,2020,7,14589.3
41461,2020,7,118139.1
41461,2020,7,34744.0
41480,2020,8,113924.0
41480,2020,8,24317.9
41480,2020,8,3754.0
41480,2020,8,24144.1
41480,2020,8,20795.4
41480,2020,8,4324.3
41480,2020,8,25520.8
41480,2020,8,56757.5
50110,2018,8,6721.889
50110,2018,10,10671.257
41461,2020,7,14489.1
41461,2020,7,80561.0
41461,2020,7,155472.8
41480,2020,8,233894.4
41480,2020,8,17512.3
41480,2020,8,52894.5
41480,2020,8,8441.8
41480,2020,8,27815.3
41480,2020,8,56561.4
41480,2020,8,111545.2
41480,2020,8,280554.3
41480,2020,8,24465.0
41480,2020,8,9081.9
41480,2020,8,114377.2
41480,2020,8,28122.6
41480,2020,8,6062.1
41480,2020,8,2890.2
41480,2020,8,86808.7
41480,2020,8,119728.5
41480,2020,8,26593.1
41480,2020,8,23332.3
41480,2020,8,749.3
41480,2020,8,7007.4
41480,2020,8,4066.9
41480,2020,8,13327.9
42230,2019,10,1964.6
42230,2019,10,10080.9
42230,2019,10,2749.8
42230,2019,10,22982.7
42230,2019,10,8275.9
42230,2019,10,10091.4
42230,2019,10,8035.1
42230,2019,10,3863.1
42230,2019,10,27058.3
42230,2019,10,2562.7
42230,2019,10,6889.5
42230,2019,10,21093.9
42230,2019,10,35747.6
42230,2019,10,17092.5
42230,2019,10,11364.2
42230,2019,10,1345.6
42230,2019,10,7819.0
42230,2019,10,1652.4
42230,2019,10,13132.3
42230,2019,10,4555.8
42230,2019,10,2226.4
42230,2019,10,7687.2
42230,2019,10,1198.4
42230,2019,10,10716.6
42230,2019,10,4807.1
42230,2019,10,34665.3
42230,2019,10,9642.0
42230,2019,10,38450.0
42230,2019,10,6991.3
42230,2019,10,6416.9
42230,2019,10,18743.2
41461,2020,7,273679.2
41461,2020,7,17230.4
41461,2020,7,51900.3
41461,2020,7,10778.1
41480,2020,8,23935.2
41480,2020,8,34601.2
41480,2020,8,8033.4
41480,2020,8,17733.7
41480,2020,8,5156.4
41480,2020,8,14283.9
41480,2020,8,5063.0
41480,2020,8,16101.4
41480,2020,8,5560.9
41480,2020,8,7231.9
41480,2020,8,36941.0
41480,2020,8,35256.3
41480,2020,8,13436.4
41480,2020,8,15690.1
41480,2020,8,195813.3
41480,2020,8,13571.3
41480,2020,8,67547.8
41480,2020,8,3324.2
41450,2020,8,2257.8
41450,2020,8,1769.8
31710,2020,7,8764.7
36110,2020,8,385.6
36110,2020,8,22621.1
36110,2020,8,22075.2
36110,2020,8,12506.5
36110,2020,8,3834.1
41111,2020,5,158.1
41131,2020,8,2323.7
41131,2020,8,3641.3
41150,2020,8,74.2
41150,2020,8,71.3
41150,2020,8,68.4
41150,2020,8,66.1
41461,2020,7,52965.9
41461,2020,7,28501.3
41461,2020,7,60052.1
41480,2020,8,4668.6
41480,2020,8,12004.3
41480,2020,8,1722.4
41480,2020,8,2158.0
41480,2020,8,8771.8
41480,2020,8,6235.7
41480,2020,8,48813.7
41480,2020,8,1912.6
41480,2020,8,3262.2
41480,2020,8,2389.3
41480,2020,8,372.3
41480,2020,8,16399.7
41150,2020,8,85.2
41150,2020,8,65.0
41150,2020,8,77.2
41150,2020,8,59.7
41150,2020,8,79.8
41150,2020,8,112.2
41150,2020,8,73.5
41150,2020,8,74.4
41150,2020,8,70.5
41150,2020,8,130.4
41150,2020,8,71.4
41150,2020,8,95.2
41150,2020,8,75.5
41150,2020,8,111.5
41150,2020,7,68.0
41150,2020,8,76.3
41461,2020,7,76523.0
41461,2020,7,71945.1
41461,2020,7,22479.8
41461,2020,7,66727.0
41461,2020,7,20440.2
41480,2020,8,18200.2
41480,2020,8,5908.0
41480,2020,8,5119.5
41480,2020,8,12743.1
41480,2020,8,8808.9
41480,2020,8,5538.6
41480,2020,8,6481.4
41480,2020,8,7363.2
41480,2020,8,4787.2
41150,2020,8,83.8
41150,2020,8,77.0
41150,2020,8,67.3
41150,2020,8,77.8
41150,2020,8,86.2
41150,2020,8,89.2
41150,2020,8,106.4
41150,2020,8,104.1
41150,2020,8,88.6
41150,2020,8,84.0
41150,2020,8,96.3
41150,2020,8,81.5
41150,2020,8,62.8
41150,2020,8,73.9
41150,2020,8,70.9
41150,2020,8,90.0
41210,2020,8,93.6
41210,2020,8,50.5
41210,2020,8,30.6
41461,2020,7,45740.5
41461,2020,7,52990.8
41461,2020,7,196668.1
41461,2020,7,159403.9
41461,2020,7,20582.7
41480,2020,8,7554.5
41480,2020,8,15065.4
41480,2020,8,2030.2
41480,2020,8,1971.1
41480,2020,8,10215.7
41480,2020,8,9444.8
41480,2020,8,486.5
41480,2020,8,13082.8
41480,2020,8,12488.4
41480,2020,8,95015.4
41480,2020,8,10265.6
41480,2020,8,6453.0
41210,2020,8,63.4
41210,2020,8,137.2
41210,2020,8,59.5
41461,2020,7,13088.2
41461,2020,7,53892.1
41480,2020,8,1540.7
41480,2020,8,11422.2
41480,2020,8,6680.2
41480,2020,8,4185.5
41480,2020,8,2616.9
41390,2020,8,97.2
41390,2020,8,71.5
41390,2020,8,78.4
41390,2020,8,58.7
41390,2020,8,66.0
41390,2020,8,79.5
41390,2020,8,69.2
41390,2020,8,83.3
41390,2020,8,121.9
41390,2020,8,22.1
41450,2020,8,108.1
41450,2020,8,689.1
41450,2020,8,190.5
41450,2020,8,758.3
41461,2020,7,23238.7
41461,2020,7,135044.5
41461,2020,7,54427.2
41461,2020,7,18293.7
41480,2020,8,7344.7
41480,2020,8,10700.9
41480,2020,8,7334.6
41480,2020,8,19577.1
41480,2020,8,15785.6
41480,2020,8,17358.8
41480,2020,8,7924.3
41480,2020,8,721.6
41210,2020,8,133.0
41210,2020,8,22.6
41210,2020,8,69.0
41210,2020,8,61.3
41210,2020,8,79.6
41210,2020,8,31.8
41210,2020,8,62.2
41210,2020,8,54.7
41210,2020,8,21.3
41210,2020,8,57.2
41210,2020,8,32.9
41210,2020,8,68.1
41210,2020,8,77.2
41210,2020,8,38.5
41461,2020,7,42640.7
41461,2020,7,91806.0
41461,2020,7,110107.7
41480,2020,8,931.7
41450,2020,8,1425.8
41450,2020,8,81.3
41450,2020,8,1795.8
41450,2020,8,4608.1
41450,2020,8,706.0
41450,2020,8,593.0
41450,2020,8,4162.2
41450,2020,8,5561.2
41450,2020,8,27938.9
41450,2020,8,1670.5
41461,2020,7,205019.4
41461,2020,7,121395.3
41461,2020,7,13976.0
41461,2020,7,26115.3
41461,2020,7,11990.9
41461,2020,7,257750.3
41461,2020,7,59275.7
41480,2020,8,11046.9
41480,2020,8,58153.3
41480,2020,8,29226.4
41480,2020,8,14582.6
41480,2020,8,4881.6
41461,2020,7,71685.4
41461,2020,7,125176.2
26290,2020,7,36044.5
26290,2020,7,47832.2
41461,2020,7,9331.6
41461,2020,7,2886.1
41461,2020,7,2593.9
41461,2020,7,59985.9
29200,2020,8,145717.3
41480,2020,8,31285.0
41480,2020,8,9165.7
26290,2020,7,23207.6
29140,2020,8,28636.5
29140,2020,8,24420.0
29140,2020,8,2269.1
29200,2020,8,66330.5
29200,2020,8,169573.6
29200,2020,8,104418.6
29200,2020,8,39389.4
29200,2020,8,264680.6
29200,2020,8,176357.0
29200,2020,8,3261.1
29200,2020,8,25644.8
29200,2020,8,157597.5
29200,2020,8,12980.4
29200,2020,8,135006.1
29200,2020,8,4056.5
29200,2020,8,165190.6
29200,2020,8,43140.7
29200,2020,8,111163.3
29200,2020,8,110276.2
29200,2020,8,4393.5
29200,2020,8,91262.4
29200,2020,8,19117.8
29200,2020,8,241246.7
43114,2017,7,4800.099
30200,2020,7,35045.2
30200,2020,7,24019.2
30200,2020,8,6257.5
30200,2020,7,7754.6
30200,2020,8,8788.5
30200,2020,8,29034.4
30230,2020,7,7594.1
30230,2020,7,6393.1
30230,2020,7,517.8
30230,2020,7,179.1
30230,2020,7,2630.6
30230,2020,7,172.5
30230,2020,7,198.5
41461,2020,7,34523.1
41461,2020,7,5412.0
41461,2020,7,53440.8
41461,2020,7,88754.7
41480,2020,8,13691.1
41480,2020,8,16536.2
41480,2020,8,788.5
41480,2020,8,8931.8
41480,2020,8,2934.9
41480,2020,8,7912.6
30200,2020,7,10821.7
41461,2020,7,22313.8
41461,2020,7,30092.3
41461,2020,7,139911.5
41461,2020,7,24050.6
41480,2020,8,15952.9
41480,2020,8,4719.4
41480,2020,8,2153.0
41480,2020,8,958.5
41480,2020,8,8801.9
41480,2020,8,3464.1
41480,2020,8,2969.5
41480,2020,8,14455.8
29200,2020,8,592009.0
50130,2019,5,2352.0
50130,2019,10,10065.098
50130,2019,9,7447.274
50130,2019,9,1585.412
50130,2019,5,32390.7
50130,2019,5,4575.6
50130,2019,5,860.5
50130,2019,5,4051.3
26110,2020,7,1251.6
26470,2020,7,4622.7
26470,2020,7,10979.9
26470,2020,7,1342.0
26470,2020,7,294.4
26470,2020,7,268.7
26470,2020,9,3482.8
26470,2020,7,5569.9
26500,2020,7,7390.5
26500,2020,7,22216.4
26500,2020,7,6210.0
26500,2020,7,12592.6
26500,2020,7,12869.1
26500,2020,7,5251.6
26710,2020,7,178673.6
29155,2020,8,1886.3
29155,2020,8,3306.6
29155,2020,8,3448.2
29155,2020,8,3620.6
29155,2020,8,5277.1
26140,2020,9,9877.6
26140,2020,7,4063.8
26170,2020,7,9608.5
26710,2020,7,1346.6
26710,2020,7,96355.6
26710,2020,7,12110.8
26710,2020,7,50339.0
29110,2020,8,5423.6
29200,2020,8,33703.1
26170,2020,7,70777.7
29200,2020,8,123979.8
29110,2020,8,12174.9
29110,2020,8,6527.2
29110,2020,8,28468.1
29110,2020,8,3722.0
29200,2020,8,239515.7
26170,2020,7,16179.0
26170,2020,7,16679.8
26170,2020,7,23326.1
29110,2020,8,20976.4
29110,2020,8,27224.3
29110,2020,8,3705.5
29110,2020,8,33456.0
29200,2020,8,2817.0
29200,2020,8,13665.1
26200,2020,7,10409.9
26200,2020,7,12049.3
26230,2020,7,3890.8
26230,2020,7,40000.8
26230,2020,7,10732.8
26230,2020,7,21051.9
26260,2020,7,22886.7
29110,2020,8,10480.9
29140,2020,8,10691.1
26260,2020,7,3592.1
26290,2020,7,2175.3
26290,2020,7,173.1
26290,2020,7,385.7
26290,2020,7,826.0
26290,2020,7,5869.1
42810,2020,8,2289.012
42830,2020,9,14673.8
42830,2020,9,44419.6
42830,2020,9,43579.9
42830,2020,9,78864.4
42830,2020,9,2759.7
42830,2020,9,13527.7
43130,2020,7,18328.7
43150,2020,8,10952.5
43150,2020,8,14178.0
43150,2020,8,842.5
43150,2020,8,8092.5
43150,2020,8,3374.0
43150,2020,8,12675.8
43150,2020,8,8732.8
43150,2020,8,5503.8
43150,2020,8,302.3
43150,2020,8,7449.6
43150,2020,8,5248.1
43150,2020,8,1994.4
43150,2020,8,4513.9
43150,2020,8,7640.2
43150,2020,8,4826.5
43150,2020,8,9709.7
43150,2020,8,39409.8
43150,2020,8,7865.1
43150,2020,8,2163.1
43150,2020,8,6656.2
43150,2020,8,7447.5
43150,2020,8,6880.1
43150,2020,8,7157.7
43150,2020,8,9115.0
43150,2020,8,7206.3
43150,2020,8,31817.3
43150,2020,8,9733.6
43150,2020,8,3522.5
43150,2020,8,7230.8
43150,2020,8,2604.0
43150,2020,8,16025.5
43150,2020,8,7239.5
43150,2020,8,1387.8
43150,2020,8,8061.0
43150,2020,8,4223.8
43150,2020,8,3458.5
43150,2020,8,21220.8
43150,2020,8,8678.6
43150,2020,8,1543.0
43150,2020,8,6356.0
43150,2020,8,8323.0
43150,2020,8,5931.2
43150,2020,8,1968.5
43150,2020,8,11983.5
43150,2020,8,6824.8
43150,2020,8,3945.2
43150,2020,8,10222.1
43150,2020,8,8659.2
43150,2020,8,15983.8
43150,2020,8,2665.9
43150,2020,8,8510.7
43150,2020,8,2277.5
43150,2020,8,8015.1
43150,2020,8,14569.1
43150,2020,8,6852.7
43150,2020,8,5286.1
43150,2020,8,19475.0
43150,2020,8,3403.8
43150,2020,8,4571.9
43150,2020,8,13087.5
43150,2020,8,4716.1
43150,2020,8,5642.9
43150,2020,8,5836.6
43150,2020,8,786.0
43150,2020,8,6811.6
43150,2020,8,14237.6
43150,2020,8,23148.7
43150,2020,8,9430.1
43150,2020,8,5784.3
43150,2020,8,5896.9
43150,2020,8,4103.4
43150,2020,8,38926.9
43150,2020,8,1162.4
43150,2020,8,6348.7
43150,2020,8,7546.6
43150,2020,8,3500.5
43150,2020,8,10783.8
43150,2020,8,2464.3
43150,2020,8,5646.1
43150,2020,8,1995.5
43150,2020,8,3348.0
43150,2020,8,8676.2
43150,2020,8,15301.8
43150,2020,8,9953.9
43150,2020,8,8335.5
43150,2020,8,31884.6
43150,2020,8,4435.8
43150,2020,8,6412.8
43150,2020,8,7124.9
43150,2020,8,9623.6
43150,2020,8,3920.2
43150,2020,8,10489.5
43150,2020,8,13784.2
43150,2020,8,3352.6
43150,2020,8,8660.4
43150,2020,8,5089.7
43150,2020,8,8348.6
43150,2020,8,2105.5
43150,2020,8,1938.9
43150,2020,8,2832.9
43150,2020,8,7028.1
43150,2020,8,6530.1
42810,2020,8,6712.774
42810,2020,8,4978.173
29200,2020,8,65530.3
29200,2020,8,28749.4
29200,2020,8,25666.2
29200,2020,8,4866.1
29200,2020,8,246458.1
29200,2020,8,94781.7
29200,2020,8,44994.6
29200,2020,8,25626.8
30110,2020,7,3225.5
30110,2020,7,2076.4
30110,2020,7,2710.5
30110,2020,7,1770.9
30110,2020,7,3040.6
30110,2020,7,3069.3
30110,2020,7,1454.4
30110,2020,7,3324.3
30140,2020,7,10649.3
30170,2020,7,45105.0
30170,2020,7,9921.5
30170,2020,7,9967.2
30170,2020,7,2287.8
30170,2020,7,2167.9
30170,2020,7,2410.3
30170,2020,7,1924.2
30170,2020,7,948.2
30170,2020,7,4776.9
30170,2020,7,58285.2
30170,2020,7,15821.9
30170,2020,7,9274.5
30170,2020,7,14048.2
30170,2020,7,18861.6
30170,2020,7,5920.0
30170,2020,7,28585.5
30110,2020,7,2192.1
50110,2019,7,177.0
50110,2019,9,68.3
50110,2019,10,217.2
50110,2019,10,57.8
50110,2019,10,107.3
50110,2019,9,283.6
50110,2019,10,258.9
50110,2019,9,216.5
50110,2019,10,88.2
50110,2019,10,457.7
50110,2019,9,231.2
50110,2019,10,1332.7
50110,2019,7,237.2
29140,2020,8,5908.6
29140,2020,8,3599.8
29140,2020,8,102090.1
29200,2020,8,243644.7
50110,2019,9,322.6
50110,2019,10,684.9
50110,2019,9,42.7
50110,2019,9,271.2
50110,2019,10,855.2
50110,2019,9,201.5
50110,2019,9,263.6
50110,2019,10,129.6
50110,2019,10,455.2
50110,2019,9,234.3
50110,2019,10,426.9
50110,2019,9,821.1
50110,2019,10,501.0
50110,2019,10,228.6
50110,2019,7,3821.1
50110,2019,7,1786.2
50110,2019,10,99.4
50110,2019,7,53.6
26350,2020,7,15023.1
26350,2020,7,44787.3
29140,2020,8,14030.5
29140,2020,8,132867.5
50110,2019,10,145.6
50110,2019,9,191.4
50110,2019,9,231.0
50110,2019,9,735.7
50110,2019,7,4932.4
26290,2020,7,24295.7
26290,2020,7,24295.8
29200,2020,8,9243.2
50110,2019,7,76.6
50110,2019,7,284.3
50110,2019,10,798.8
