SIGUNGU,FLOOD_YEAR,FLOOD_MONTH,FLOOD_AREA
31140,2016,10,3726.411
43111,2017,7,9120.199
31200,2016,10,637467.2
31110,2016,10,6559.671
31110,2016,10,27393.205
31140,2016,10,5721.577
31140,2016,10,9350.172
31200,2016,10,11686.256
48270,2020,9,891.4186
48270,2020,9,2.525489e+06
46880,2020,8,3429.8
46880,2020,8,10055.4
43111,2017,7,1792.549
43111,2017,7,4962.006
43111,2017,7,2735.307
43111,2017,7,13501.583
43111,2017,7,19776.174
43111,2017,7,13180.677
43111,2017,7,3038.86
43111,2017,7,11113.553
43111,2017,7,2791.843
43111,2017,7,29251.535
43111,2017,7,1392.369
43111,2017,7,2134.625
43111,2017,7,22852.057
43111,2017,7,4656.876
43111,2017,7,111055.42
43111,2017,7,17075.23
43111,2017,7,10613.484
43111,2017,7,4275.361
43111,2017,7,7382.105
43111,2017,7,5116.904
43111,2017,7,2476.947
43111,2017,7,16110.098
43111,2017,7,12345.037
43111,2017,7,4596.314
43111,2017,7,13680.112
43111,2017,7,8451.536
43111,2017,7,1889.67
43111,2017,7,17637.352
43111,2017,7,4167.823
43111,2017,7,6329.694
43111,2017,7,8394.46
43111,2017,7,1764.498
43111,2017,7,1764.712
43111,2017,7,42569.18
43111,2017,7,9993.086
43111,2017,7,3714.656
43111,2017,7,8851.336
43111,2017,7,7914.538
43111,2017,7,19309.248
43111,2017,7,11267.06
43111,2017,7,2365.293
43111,2017,7,2410.563
43111,2017,7,7547.617
43111,2017,7,14611.848
43111,2017,7,2565.29
43111,2017,7,2816.111
43111,2017,7,2244.826
43111,2017,7,4037.82
43111,2017,7,3089.622
43111,2017,7,22361.602
43111,2017,7,39316.344
43111,2017,7,17727.668
43111,2017,7,1429.812
43111,2017,7,2276.195
43111,2017,7,13670.981
43111,2017,7,15647.774
43111,2017,7,2958.902
43111,2017,7,4998.44
43111,2017,7,31952.367
43111,2017,7,3714.142
43111,2017,7,1382.223
43111,2017,7,4926.4
43111,2017,7,1401.464
43111,2017,7,3076.194
43111,2017,7,3490.666
43111,2017,7,7739.393
43111,2017,7,40004.32
43111,2017,7,8751.008
43111,2017,7,5402.529
43111,2017,7,5897.392
43111,2017,7,7717.566
43111,2017,7,23615.404
43114,2017,7,11877.55
43111,2017,7,6710.135
43111,2017,7,21664.24
43111,2017,7,2859.078
43111,2017,7,31869.377
43111,2017,7,12308.926
43114,2017,7,4954.439
43111,2017,7,6067.915
43111,2017,7,3678.423
43111,2017,7,758.258
43111,2017,7,6428.018
43111,2017,7,2085.778
43111,2017,7,4894.627
43111,2017,7,796.512
43111,2017,7,12433.527
43111,2017,7,2593.172
43111,2017,7,2522.938
43111,2017,7,10425.181
43111,2017,7,16495.857
43111,2017,7,5303.146
43111,2017,7,5010.763
43111,2017,7,6078.746
43111,2017,7,9542.906
43111,2017,7,3662.603
43111,2017,7,3984.824
43111,2017,7,3698.809
43111,2017,7,3322.439
43111,2017,7,7768.544
43111,2017,7,8448.679
43111,2017,7,725.913
43111,2017,7,3066.961
43111,2017,7,1271.915
43111,2017,7,8768.925
43111,2017,7,17655.129
43111,2017,7,333.631
43111,2017,7,3162.953
43111,2017,7,23024.025
43111,2017,7,1868.22
43111,2017,7,7728.067
43111,2017,7,4264.12
43111,2017,7,2364.941
43111,2017,7,7446.714
43111,2017,7,4213.619
47900,2021,8,102.0
11560,2022,8,1163.5
11560,2022,8,9736.3
43111,2017,7,3873.701
43111,2017,7,3562.117
43111,2017,7,19572.172
43111,2017,7,6902.569
43111,2017,7,1748.767
43111,2017,7,596.377
43111,2017,7,2802.714
43111,2017,7,871.68
43111,2017,7,3163.015
43111,2017,7,3810.585
43111,2017,7,7136.104
43111,2017,7,1804.921
43111,2017,7,1764.691
43111,2017,7,14070.29
43111,2017,7,14508.234
43111,2017,7,13609.063
43111,2017,7,9028.442
43111,2017,7,3859.036
43111,2017,7,5735.809
43111,2017,7,15825.617
43111,2017,7,20179.12
43111,2017,7,11850.985
43111,2017,7,3010.312
43111,2017,7,9431.608
43111,2017,7,10116.282
43111,2017,7,1186.617
43111,2017,7,7243.722
43111,2017,7,8590.749
43111,2017,7,15897.721
43111,2017,7,1919.834
43111,2017,7,6077.631
43111,2017,7,21360.82
43111,2017,7,3169.606
43111,2017,7,8039.001
43111,2017,7,8823.246
43111,2017,7,2955.535
43111,2017,7,19689.992
43111,2017,7,7014.169
43111,2017,7,2111.498
43111,2017,7,1271.958
43111,2017,7,951.568
43111,2017,7,6802.467
43111,2017,7,2583.721
43111,2017,7,10515.684
43111,2017,7,2898.402
43111,2017,7,8329.221
43111,2017,7,11587.814
43111,2017,7,1688.481
43111,2017,7,2687.271
43111,2017,7,5841.674
43111,2017,7,5472.357
43111,2017,7,9624.4
43111,2017,7,2401.823
43111,2017,7,15400.247
43111,2017,7,14060.305
43111,2017,7,10251.052
43111,2017,7,3561.632
43111,2017,7,3252.005
43111,2017,7,7572.636
43111,2017,7,9958.733
43111,2017,7,16013.485
43111,2017,7,1806.737
43111,2017,7,10916.098
43111,2017,7,2207.057
43111,2017,7,6949.274
43111,2017,7,5705.92
43111,2017,7,7846.514
43111,2017,7,1801.329
43111,2017,7,6402.616
43111,2017,7,2459.871
43111,2017,7,3600.931
43111,2017,7,6090.921
43111,2017,7,1920.903
43111,2017,7,8828.675
43111,2017,7,634.527
43111,2017,7,5783.649
43111,2017,7,1239.482
43111,2017,7,2407.404
43111,2017,7,10539.287
43111,2017,7,7732.157
43111,2017,7,5714.038
43111,2017,7,15932.206
43111,2017,7,4841.451
43111,2017,7,3051.435
43111,2017,7,7676.981
43111,2017,7,1872.818
43111,2017,7,4586.554
43111,2017,7,8505.24
43111,2017,7,9103.776
43111,2017,7,7466.005
43111,2017,7,7550.936
45730,2021,7,1843.9319
43111,2017,7,8720.173
43111,2017,7,11695.551
43111,2017,7,9616.449
43111,2017,7,6955.572
43111,2017,7,5837.536
43111,2017,7,1784.988
43111,2017,7,2610.492
43111,2017,7,3621.131
43111,2017,7,4337.141
43111,2017,7,1624.819
43111,2017,7,2592.198
43111,2017,7,5345.372
43111,2017,7,6276.95
43111,2017,7,11760.158
43111,2017,7,6176.271
43111,2017,7,3292.352
43111,2017,7,2291.825
43111,2017,7,5691.066
43111,2017,7,13694.298
43111,2017,7,8004.519
43111,2017,7,3124.621
43111,2017,7,5053.112
43111,2017,7,2779.491
43111,2017,7,11209.886
43111,2017,7,10576.442
43111,2017,7,5415.371
43111,2017,7,6632.415
43111,2017,7,3401.749
43111,2017,7,4146.941
43111,2017,7,6020.174
43111,2017,7,1380.225
43111,2017,7,3242.099
43111,2017,7,2926.205
43111,2017,7,3432.224
43111,2017,7,10388.44
43111,2017,7,2429.238
43111,2017,7,5354.62
43111,2017,7,21424.928
43111,2017,7,11154.842
43111,2017,7,3905.957
43111,2017,7,6131.684
43111,2017,7,17672.973
43111,2017,7,1966.581
43111,2017,7,1676.499
43111,2017,7,637.948
43111,2017,7,1670.816
43111,2017,7,2673.2
43111,2017,7,6508.417
43111,2017,7,11471.48
43111,2017,7,5680.162
43111,2017,7,2743.639
43111,2017,7,5502.137
43111,2017,7,4378.206
43111,2017,7,4190.211
43111,2017,7,14917.706
43111,2017,7,4097.466
43111,2017,7,2368.684
43111,2017,7,1710.528
43111,2017,7,3873.008
43111,2017,7,4059.823
43111,2017,7,4575.416
43111,2017,7,640.904
43111,2017,7,40582.152
43111,2017,7,10161.642
43111,2017,7,2645.836
43111,2017,7,3067.096
43111,2017,7,2560.771
43111,2017,7,4902.203
43111,2017,7,11924.979
43111,2017,7,1326.122
43111,2017,7,8787.505
43111,2017,7,6654.457
43111,2017,7,17858.39
43111,2017,7,3177.683
43111,2017,7,3993.571
43111,2017,7,2875.762
43111,2017,7,4933.614
43111,2017,7,4964.204
43111,2017,7,7478.755
43111,2017,7,11038.636
43111,2017,7,7590.947
43111,2017,7,14762.566
43111,2017,7,3504.911
43111,2017,7,15597.549
43111,2017,7,2781.975
43111,2017,7,6555.793
43111,2017,7,13181.04
43111,2017,7,3456.297
43111,2017,7,10006.514
43111,2017,7,3950.44
43111,2017,7,11021.075
43111,2017,7,14436.874
43111,2017,7,5750.42
43111,2017,7,507.432
43111,2017,7,9299.925
43111,2017,7,18733.771
43111,2017,7,4870.776
43111,2017,7,23210.156
43111,2017,7,11035.0
43111,2017,7,2260.16
43111,2017,7,6684.273
43111,2017,7,3541.743
43111,2017,7,656.316
43111,2017,7,1094.23
43111,2017,7,12183.62
43111,2017,7,10059.73
43111,2017,7,6007.426
43111,2017,7,2992.728
43111,2017,7,3611.71
43111,2017,7,2005.037
43111,2017,7,3436.568
43111,2017,7,5197.333
43111,2017,7,3823.106
43111,2017,7,5318.631
43111,2017,7,3507.035
43111,2017,7,717.764
43111,2017,7,12428.081
43111,2017,7,741.454
43111,2017,7,6376.92
43111,2017,7,2648.933
43111,2017,7,1873.025
43111,2017,7,2761.592
43111,2017,7,9935.872
43111,2017,7,2038.894
43111,2017,7,3727.72
43111,2017,7,5716.012
43111,2017,7,2942.811
43111,2017,7,5897.248
43111,2017,7,5503.154
43111,2017,7,8053.575
43111,2017,7,2098.674
43111,2017,7,8861.625
43111,2017,7,2753.321
43111,2017,7,1276.475
43111,2017,7,17581.021
43111,2017,7,5735.892
43111,2017,7,3829.73
43111,2017,7,1878.257
43111,2017,7,5540.177
43111,2017,7,24787.389
43111,2017,7,8397.769
43111,2017,7,7451.064
43111,2017,7,6868.7
43111,2017,7,12023.635
43111,2017,7,7279.961
43111,2017,7,2711.786
43111,2017,7,1890.49
43111,2017,7,2789.094
43111,2017,7,3172.726
43111,2017,7,682.083
43111,2017,7,5420.935
43111,2017,7,7279.365
43111,2017,7,823.899
43111,2017,7,3446.778
43111,2017,7,11960.399
43111,2017,7,664.84
43111,2017,7,4045.004
43111,2017,7,3055.215
43111,2017,7,8502.263
43111,2017,7,8659.74
43111,2017,7,5586.566
43111,2017,7,3557.937
43111,2017,7,10709.194
43111,2017,7,825.848
43111,2017,7,5321.626
43111,2017,7,8888.89
43111,2017,7,437.873
43111,2017,7,3980.253
43111,2017,7,1422.179
43111,2017,7,9521.884
43111,2017,7,1731.465
43111,2017,7,5165.768
43111,2017,7,2399.46
43111,2017,7,906.812
43111,2017,7,4396.941
43111,2017,7,2909.803
43111,2017,7,8005.222
43111,2017,7,1376.348
43111,2017,7,26499.918
43111,2017,7,12620.434
43111,2017,7,4909.503
43111,2017,7,1640.605
43111,2017,7,2885.952
43111,2017,7,5849.591
43111,2017,7,11581.453
43111,2017,7,1145.239
43111,2017,7,4493.665
43111,2017,7,11224.483
43111,2017,7,15296.41
43111,2017,7,5654.434
43111,2017,7,756.402
43111,2017,7,9646.714
43111,2017,7,4219.467
43111,2017,7,7247.329
43111,2017,7,2747.766
43111,2017,7,8431.317
43111,2017,7,4732.937
43111,2017,7,2801.073
43111,2017,7,3880.65
43111,2017,7,5809.59
43111,2017,7,3914.131
43111,2017,7,6168.7
43111,2017,7,2919.491
43111,2017,7,9654.908
43111,2017,7,3415.029
43111,2017,7,3097.534
43111,2017,7,1292.278
43111,2017,7,26851.084
43111,2017,7,18451.256
43114,2017,7,42054.945
43114,2017,7,2000.909
43114,2017,7,4674.344
43114,2017,7,3164.783
43114,2017,7,27018.46
43114,2017,7,9150.593
43114,2017,7,4516.102
43114,2017,7,2704.809
43114,2017,7,10637.948
43114,2017,7,3162.541
