RIV_GRD,RIV_DIS_MIN,RIV_DIS_GRD,지역코드
3,646.514818518478,3,48310
3,197.26977441281,4,48220
2,2493.3145481967,1,48240
2,2231.39636612602,1,48240
2,2244.35327579405,1,48240
2,2104.78522280664,1,48240
2,2079.90875416258,1,48240
2,1703.72796227207,1,48240
3,99.1167280136787,5,48220
3,798.728835991276,2,48240
3,1068.54694362685,2,48240
3,1054.76358043937,2,48240
3,1048.36192918875,2,48240
3,1027.0303197178,2,48240
3,958.504078264838,2,48240
3,937.899155680974,2,48240
3,958.104615788934,2,48240
3,950.210354879142,2,48240
3,948.527810489506,2,48240
3,1087.50337147994,2,48240
3,745.489180711603,2,48240
3,723.988064383049,2,48240
3,198.898505678392,4,48240
3,142.845813313306,4,48240
3,293.633448835474,4,48840
3,260.672050033403,4,48840
3,281.593048431051,4,48840
3,216.1661709806,4,48820
3,830.676964615761,2,48820
3,598.763137952062,3,46770
3,603.322972315872,3,46770
3,612.191388298847,3,46770
3,754.143165447218,2,46770
3,839.96012497058,2,46770
3,1116.95124347403,2,46770
3,1134.12971815168,2,46770
3,1304.88989671664,2,46770
3,1305.85079569846,2,46770
3,1420.57245019077,2,46770
3,1358.5640732961,2,46770
3,1387.96518890497,2,46770
3,2034.67927857379,1,46770
3,426.393599349056,3,48840
3,470.226869470781,3,48840
2,718.65557640873,2,48840
2,843.678375743297,2,48840
3,350.832444992309,3,48840
3,334.448407073066,3,48840
3,297.58336994881,4,48840
3,282.167643883633,4,48840
3,298.375089889691,4,48840
2,995.637276082649,2,48840
2,928.295804101915,2,48840
2,963.474388123515,2,48840
3,1630.41094825381,1,46130
3,1447.86756169138,2,46130
3,577.24575553733,3,46130
3,530.042489952016,3,46130
3,521.778513689184,3,46130
3,367.529802843716,3,46130
3,706.290500110831,2,46130
3,377.46413312596,3,46130
3,1041.24148952306,2,46130
3,793.785389209087,2,46130
3,1743.59184261616,1,46130
2,1327.38993009947,2,46130
3,1025.8408531826,2,46770
3,228.90381965906,4,46770
3,730.859029798814,2,46770
3,812.609373915473,2,46770
3,1054.57869690426,2,46770
3,673.989396743683,3,46770
3,979.883034356691,2,46770
3,630.984353000656,3,46770
3,417.470746876391,3,46770
3,994.431420400302,2,46770
3,558.172648955249,3,46770
3,231.27809195313,4,46770
3,376.731103533815,3,46770
3,334.122186767587,3,46770
3,735.896814109363,2,46770
3,859.531359894959,2,46770
3,397.944524856613,3,46770
3,1024.43381086846,2,46770
3,3009.51700032763,1,46770
3,213.684622655506,4,46770
3,864.047041469563,2,46770
3,923.591377604743,2,46770
3,718.704855434967,2,46770
3,1293.47026548064,2,46130
1,583.513989821017,3,46230
3,36.0475083487869,5,48840
3,1098.09836888884,2,48850
3,953.468476689581,2,48850
3,374.144664034218,3,48850
3,286.596213506491,4,48850
3,325.656188018715,3,48850
3,563.272221406209,3,48840
3,609.676402936988,3,48840
3,537.287852542313,3,48840
3,671.101938024933,3,48840
3,769.17961893289,2,48840
3,602.058223706491,3,48840
3,654.923526900016,3,48840
3,549.013731298714,3,48840
3,488.86613630345,3,48840
3,312.250456792187,3,48840
3,568.343535892736,3,48840
3,213.670875959585,4,48840
3,154.785665671882,4,48840
3,219.876426708041,4,48840
3,259.852720909527,4,48840
3,265.096926263048,4,48840
3,272.512239355858,4,48840
3,973.539099283508,2,48840
3,1159.35162775241,2,48840
3,1115.49063927631,2,48840
3,2007.99448465916,1,48840
3,2237.84639342986,1,48840
3,2341.50810590568,1,48840
3,2307.71769263838,1,48840
3,2310.0536352684,1,48840
3,450.801944975242,3,48840
3,750.212224169723,2,48840
3,531.631423227987,3,48850
3,155.020178371411,4,48240
3,740.175922215088,2,48840
3,720.476281629076,2,48840
3,669.840131390643,3,48840
3,651.205884178701,3,48840
3,1266.53725390157,2,48840
3,1343.91248492881,2,48840
3,1393.6484727856,2,48840
3,361.460308772121,3,48840
3,813.292027686744,2,48840
3,1971.0962848275,1,46230
3,778.130234398886,2,46130
3,510.538469470699,3,46130
3,552.3122577686,3,46130
3,1440.32707805906,2,46130
3,975.774270198638,2,46130
3,2019.10060064877,1,46130
3,3104.09129153186,1,46130
3,42.9687166659401,5,46780
3,11.1706404588461,5,46780
3,313.994600076914,3,46890
3,234.550823412926,4,46890
3,205.928864965041,4,46890
3,167.942577014808,4,46890
3,158.431331947152,4,46890
3,1294.40105030219,2,46890
3,1269.10204057316,2,46890
3,1206.24257514277,2,46890
3,1214.16754688578,2,46890
3,321.435352018795,3,46890
2,219.008733917076,4,46890
3,1342.4226272122,2,46890
3,1505.15397272598,1,46890
3,496.133594503071,3,46890
3,874.127370532297,2,46890
3,639.57135845726,3,46890
3,1207.56746171456,2,46890
3,1547.31475045923,1,46890
3,1277.34301595097,2,46890
3,956.547386391505,2,46890
3,1328.24442735597,2,46890
3,1073.90735842521,2,46890
3,944.825294298764,2,46890
3,957.954058507862,2,46890
3,1169.29740838268,2,46890
3,1247.22196315536,2,46890
3,532.528343074142,3,46810
3,423.814575715804,3,46810
3,1706.62422465218,1,46890
3,1340.1309891901,2,46890
3,1276.40089252874,2,46890
3,691.302363717682,3,46890
3,794.965061300487,2,46890
3,49.1872314891188,5,46890
3,3213.90287266632,1,46890
3,3210.33970959811,1,46890
3,3198.1359739193,1,46890
3,3168.90578106093,1,46890
3,3161.84445414102,1,46890
3,3122.17284807078,1,46890
3,800.569578339621,2,46890
3,13.967943064498,5,46890
3,589.999941430512,3,46890
2,394.812501463276,3,46890
3,449.856986131079,3,46820
3,462.025532906977,3,46820
3,461.776144513089,3,46820
2,1969.94534708098,1,46810
3,580.652436584937,3,46900
3,431.613419835931,3,46810
3,2151.67308215509,1,46820
3,1774.98692471158,1,46820
3,813.20354079557,2,46820
3,419.321599242127,3,46820
3,171.352603275501,4,46820
3,371.529912165366,3,46900
3,1494.19705189604,2,46820
3,1498.23792439751,2,46820
3,1470.15824573991,2,46820
3,1290.57341087508,2,46820
3,635.209489743754,3,46910
3,116.485362968227,4,46910
2,2115.13079584158,1,46900
2,2570.27031049646,1,46900
3,374.884785729558,3,46910
3,39.9919686716898,5,46910
3,105.791165327303,4,46910
3,321.928557212181,3,46910
3,489.989509531315,3,46910
3,450.49708565596,3,46840
3,521.489381921933,3,46840
3,465.237490543026,3,46110
3,241.949094223214,4,46110
3,632.291515676079,3,46110
3,930.957334282907,2,46910
2,694.117994073774,3,46840
3,312.504815945799,3,46910
3,762.145454592618,2,46910
3,114.667421348845,4,46110
3,1536.73738640683,1,46110
3,394.97083633661,3,46910
3,734.00019476531,2,46910
3,462.275808736414,3,46910
3,431.483177044151,3,46910
3,551.108380774185,3,46910
3,1083.91605920509,2,46910
3,1218.6457698723,2,46910
3,793.481129598733,2,46910
3,907.277898249246,2,46910
3,1820.34621733777,1,46910
3,129.639591467917,4,46910
3,453.887061803662,3,46910
3,491.830070301832,3,46910
3,1098.67309182499,2,46910
3,475.064474200613,3,46910
3,288.930874427919,4,46910
3,765.338369740407,2,46910
3,1083.2263467508,2,46910
3,325.09407906455,3,46910
3,147.874868046709,4,46910
3,428.895929797478,3,46910
3,546.527750173012,3,46910
3,493.685096577228,3,46910
3,78.3756857122014,5,46910
3,575.298787485737,3,46910
3,626.684795637144,3,46910
3,950.76651715085,2,46910
3,1192.00143191074,2,46910
3,1326.52360500561,2,46910
3,197.046428052252,4,46900
3,199.120197362332,4,46910
3,201.794139948027,4,46910
3,167.080532461423,4,46910
3,135.10025431828,4,46910
3,301.419725409845,3,46910
3,292.40003575147,4,46910
2,686.254070682483,3,50130
2,711.762849041385,2,50130
2,681.646850197027,3,50130
2,695.833236891119,3,50130
2,789.50280400284,2,50130
2,652.158111001378,3,50130
2,621.608965723504,3,50130
2,532.631196726334,3,50130
2,395.874179267677,3,50130
2,402.477648007259,3,50130
2,393.751037663346,3,50130
2,379.973736991025,3,50130
2,360.649648529686,3,50130
2,384.979342872222,3,50130
2,348.980747161487,3,50130
3,620.538586471639,3,50130
3,261.168229822354,4,50130
3,275.603296758218,4,50130
2,981.6965172772,2,50130
2,942.873129677311,2,50130
2,947.522872720952,2,50130
2,692.846543221896,3,50130
2,679.093036943224,3,50130
2,655.39812272661,3,50130
2,641.542144968939,3,50130
2,621.650599057978,3,50130
2,615.376112616457,3,50130
2,1073.57523077286,2,50130
2,1075.05709691006,2,50130
2,1134.88316627805,2,50130
2,919.67709922867,2,50130
2,904.709773161925,2,50130
2,810.705579101929,2,50130
2,817.573112177845,2,50130
2,1017.07668838197,2,50130
2,2080.39506512784,1,50130
2,2034.92476789899,1,50130
2,2006.74490780271,1,50130
2,2242.51014420623,1,50130
2,2116.79144459103,1,50130
2,2214.67944182873,1,50130
2,2115.68937088796,1,50130
2,2193.02162898579,1,50130
2,2206.39538496228,1,50130
2,2005.90520203088,1,50130
2,1907.10354940135,1,50130
2,1905.61145403522,1,50130
3,602.110255724649,3,50130
3,545.629656325502,3,50130
3,448.976954726779,3,50130
3,418.456350306006,3,50130
3,426.403109995612,3,50130
3,455.27266583424,3,50130
3,413.045604746104,3,50130
3,413.216811399847,3,50130
3,391.636436159518,3,50130
3,381.809470977087,3,50130
3,390.172220539736,3,50130
3,354.408177171879,3,50130
3,366.014239855227,3,50130
3,385.802751289418,3,50130
3,362.296220264703,3,50130
3,366.490546276454,3,50130
3,366.875471232984,3,50130
3,353.07784752187,3,50130
3,332.727069489903,3,50130
3,368.240873971854,3,50130
3,342.93550219923,3,50130
3,345.182541258398,3,50130
3,350.043615879152,3,50130
2,1864.89632224929,1,50130
2,1429.73156751127,2,50130
2,1362.27192307292,2,50130
2,1219.96940740357,2,50130
2,1294.40217790949,2,50130
2,1299.66701256915,2,50130
2,1148.638555458,2,50130
2,1170.91868977392,2,50130
2,1275.02560027308,2,50130
2,1284.24157265959,2,50130
2,1265.65557540735,2,50130
2,1319.33306725671,2,50130
2,1273.34152837403,2,50130
2,1250.99938239397,2,50130
2,1292.56878220542,2,50130
2,1279.46289846103,2,50130
2,1272.84421450346,2,50130
2,1593.93410340298,1,50130
2,1568.21630370953,1,50130
2,1547.92559785109,1,50130
2,1537.07071121271,1,50130
2,1597.06057183308,1,50130
2,1560.06363241718,1,50130
2,1169.38228561542,2,50130
2,1634.8947411812,1,50130
2,1637.08958727635,1,50130
2,1576.08952916603,1,50130
2,1804.33728477741,1,50130
2,1816.9445658748,1,50130
2,974.765817431604,2,50130
2,931.190322727053,2,50130
2,933.98700641415,2,50130
2,736.632646707242,2,50130
2,745.361262702951,2,50130
2,531.780120317176,3,50130
2,518.489702955978,3,50130
2,631.768478229301,3,50130
3,810.583623512381,2,50130
3,775.494609776501,2,50130
3,745.739287847773,2,50130
3,739.406584886042,2,50130
3,762.741419781025,2,50130
2,1636.90818667194,1,50130
2,1646.84932175081,1,50130
3,543.814472043405,3,50130
2,2023.56508126891,1,50130
2,2095.34309854791,1,50130
2,2046.67647923204,1,50130
2,558.841693589389,3,50130
3,2328.00308283142,1,50130
3,2204.71089992204,1,50130
3,2150.19717297363,1,50130
3,903.076893665485,2,50130
3,523.744393809544,3,50130
3,475.360339896001,3,50130
3,451.535549837713,3,50130
3,411.185655992356,3,50130
3,408.551353962984,3,50130
3,957.238356993905,2,50130
3,795.472960095019,2,50130
3,439.939438947613,3,50130
3,618.318822256956,3,50130
3,273.773100110025,4,50130
2,467.550818926175,3,50130
2,448.395459620134,3,50130
2,1752.95704370229,1,50130
2,1432.49309079325,2,50130
2,1160.89320207106,2,50130
3,112.349752710372,4,50110
3,231.347697594191,4,50110
3,243.792608258101,4,50110
3,264.669162491323,4,50110
3,296.805616704331,4,50110
3,349.776891098357,3,50110
3,652.12499931464,3,50110
3,689.726668206934,3,50110
3,1030.38814622177,2,50130
3,638.553867404657,3,50130
3,600.882133657575,3,50130
3,456.285518069008,3,50130
3,1010.29235832364,2,50130
3,123.106207391987,4,50110
3,535.161509488726,3,50110
3,704.505918847006,2,50110
3,359.06465571162,3,50110
3,269.651214131246,4,50110
3,302.751555764643,3,50110
3,1373.85370519179,2,50110
3,1362.30005434576,2,50110
3,1271.32421728915,2,50110
3,1639.16174798184,1,50110
3,1653.67261194444,1,50110
3,1616.08621555863,1,50110
3,1375.21790161277,2,50110
3,1483.43364204024,2,50110
3,1485.59677710891,2,50110
3,1651.8464056112,1,50110
3,1436.58465141985,2,50110
3,602.861711440646,3,50110
3,657.11948507636,3,50110
3,493.169585985612,3,50110
3,397.419521825206,3,50110
3,649.6097085979,3,50110
3,544.658481281536,3,50110
3,562.199472374797,3,50110
3,2099.10917616087,1,50110
3,1012.68863485863,2,50110
3,1646.51558684256,1,50110
3,586.012210637805,3,50110
3,2066.04035310531,1,50130
3,877.146221270586,2,50130
3,641.409864288033,3,50130
3,581.447451022209,3,50130
3,609.496630908893,3,50130
3,533.104001197549,3,50130
3,1365.46451195515,2,50110
3,1788.54583392264,1,50110
3,1864.0034312407,1,50110
3,1001.31462292337,2,50110
3,1442.65582891776,2,50110
3,1139.724756792,2,50110
3,1491.92708292003,2,50110
3,1628.22226027649,1,50110
3,1674.70565288172,1,50110
3,1444.57814721117,2,50110
3,244.02981389826,4,50110
3,1138.59810015651,2,50110
3,573.615229885771,3,50110
3,695.013132588735,3,50110
3,762.43365250549,2,50110
2,1384.48258946632,2,50110
2,1418.75439793279,2,50110
2,1389.75910637028,2,50110
2,1696.73239493966,1,50110
3,531.061705833736,3,50110
3,503.450265050108,3,50110
3,568.590726829022,3,50110
3,407.182092116173,3,50110
3,489.269327659531,3,50110
3,574.243527151541,3,50110
3,573.512898694134,3,50110
2,2400.15973101637,1,50110
3,451.183053912502,3,50110
3,415.008871132214,3,50110
3,341.726850513468,3,50110
2,957.12064458251,2,50110
2,958.754652344469,2,50110
2,968.136145649293,2,50110
2,987.080678158473,2,50110
2,305.260785185495,3,50110
2,322.796167925081,3,50110
3,711.983731057272,2,50110
3,745.555674870526,2,50110
3,262.163383096295,4,50110
3,301.038517683507,3,50110
3,334.131968921179,3,50110
2,1006.21466989289,2,50110
2,229.527555866172,4,50110
2,345.132782165049,3,50110
2,452.01458075277,3,50110
2,525.988453507747,3,50110
3,467.574581815016,3,50110
