SIGUNGU,FLOOD_YEAR,FLOOD_MONTH,FLOOD_AREA,RAIN_TOTAL,FLOOD_GRD,DAM_RAIN,DEAD,RIV_GRD,RIV_DIS_MIN,RIV_DIS_GRD,DRAINAGE_GRD,PUMP_CNT
11110,2020,2,0.0,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,4,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,5,0.0,112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,6,0.0,139.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,7,0.0,270.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,8,0.0,675.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,9,0.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,11,0.0,120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2020,12,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,1,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,2,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,3,0.0,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,4,0.0,124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,5,0.0,183.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,6,0.0,104.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,7,0.0,168.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,8,0.0,211.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,9,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,10,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,11,0.0,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2021,12,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,1,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,2,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,3,0.0,102.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,4,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,6,0.0,393.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,7,0.0,252.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,8,310.67,564.8,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,9,635.51,201.5,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,10,0.0,124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,11,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2022,12,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,1,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,3,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,4,0.0,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,5,0.0,155.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,6,0.0,195.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,7,0.0,459.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,8,0.0,298.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,9,0.0,134.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,10,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,11,0.0,81.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2023,12,0.0,85.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,1,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,2,0.0,74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,3,0.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,4,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,5,0.0,125.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,6,0.0,115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,7,0.0,557.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,8,0.0,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,9,0.0,143.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,10,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,11,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2024,12,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,1,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,3,0.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,4,0.0,94.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,5,0.0,123.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,6,0.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,7,0.0,293.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,8,0.0,290.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,9,0.0,370.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,10,0.0,186.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,2025,11,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11140,2022,8,231.0,,1.0,188.0,0.0,3.0,72.3435497970401,5.0,0.0,0.0
11170,2022,8,2810.8967,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11200,2022,9,200.0,,1.0,188.0,0.0,2.0,161.089568892351,4.0,0.0,0.0
11260,2022,8,500.0,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11260,2022,9,151.36,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11290,2022,8,330.0,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11290,2022,9,135.9,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11305,2022,8,113019.72,,1.0,188.0,0.0,2.0,188.286720902041,4.0,0.0,0.0
11320,2022,6,244.95,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11320,2022,8,748.73,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11320,2022,9,433.1,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11350,2018,8,501.6,,3.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11350,2018,8,501.6,,1.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11350,2018,8,501.6,,2.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11350,2018,8,501.6,,5.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11350,2022,6,262.0,,2.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11350,2022,8,267.0,,2.0,188.0,0.0,2.0,572.649772503663,3.0,1.0,2.0
11380,2022,8,8501.38,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11410,2022,8,664.71985,,1.0,188.0,0.0,2.0,562.351273142865,3.0,0.0,0.0
11410,2022,9,175.82684,,1.0,188.0,0.0,2.0,562.351273142865,3.0,0.0,0.0
11440,2022,8,341.7604,,1.0,188.0,0.0,2.0,59.3967804714986,5.0,2.0,10.0
11470,2022,8,1341.66,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11500,2022,8,3048.18,,3.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11530,2022,8,1000.0,,2.0,188.0,0.0,2.0,918.190200724955,2.0,0.0,0.0
11530,2022,8,1000.0,,1.0,188.0,0.0,2.0,918.190200724955,2.0,0.0,0.0
11545,2022,8,27716.9,,1.0,188.0,0.0,1.0,1711.27790166393,1.0,0.0,0.0
11560,2022,8,43906.35,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11560,2022,8,43906.35,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11590,2022,8,29160.34,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11590,2022,8,29160.34,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11590,2022,8,29160.34,,3.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11620,2022,8,58547.7,,1.0,188.0,0.0,2.0,261.005352767392,4.0,1.0,3.0
11620,2022,8,58547.7,,2.0,188.0,0.0,2.0,261.005352767392,4.0,1.0,3.0
11650,2022,8,60419.21,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11650,2022,8,60419.21,,4.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11680,2022,8,46057.5,,1.0,188.0,0.0,2.0,563.548757682933,3.0,0.0,0.0
11680,2022,8,46057.5,,2.0,188.0,0.0,2.0,563.548757682933,3.0,0.0,0.0
11710,2022,8,1605.0,,1.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11740,2022,8,27678.354,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
11740,2022,9,34154.336,,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
26110,2016,1,0.0,59.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,2,0.0,63.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,3,0.0,133.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,4,0.0,198.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,5,0.0,108.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,6,0.0,115.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,7,0.0,188.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,8,0.0,141.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,9,0.0,407.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,10,0.0,182.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,11,0.0,56.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2016,12,0.0,103.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,1,0.0,12.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,2,0.0,33.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,3,0.0,35.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,4,0.0,105.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,5,0.0,39.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,6,0.0,49.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,7,0.0,172.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,8,0.0,82.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,9,0.0,335.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,10,0.0,138.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,11,0.0,0.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2017,12,0.0,10.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,1,0.0,40.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,2,0.0,52.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,3,0.0,206.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,4,0.0,156.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,5,0.0,155.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,6,0.0,276.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,7,0.0,122.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,8,0.0,169.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,9,0.0,308.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,10,0.0,123.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,11,0.0,107.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2018,12,0.0,59.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,1,0.0,12.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,2,0.0,0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,3,0.0,75.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,4,0.0,85.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,5,0.0,76.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,6,0.0,324.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,7,0.0,358.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,8,0.0,156.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,9,0.0,279.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,10,0.0,139.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,11,0.0,13.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2019,12,0.0,50.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,1,0.0,127.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,2,0.0,94.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,3,0.0,58.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,4,0.0,83.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,5,0.0,96.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,6,0.0,321.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,7,17175.5,796.8,1.0,188.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,7,17175.5,796.8,2.0,188.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,8,0.0,399.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,9,0.0,230.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,10,0.0,26.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,11,0.0,36.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2020,12,0.0,10.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,1,0.0,25.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,2,0.0,49.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,3,0.0,127.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,4,0.0,107.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,5,0.0,139.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,6,0.0,232.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,7,0.0,399.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,8,0.0,481.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,9,0.0,164.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,10,0.0,18.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,11,0.0,57.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2021,12,0.0,4.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,1,0.0,0.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,2,0.0,0.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,3,0.0,127.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,4,0.0,130.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,5,0.0,5.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,6,0.0,152.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,7,0.0,145.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,8,0.0,176.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,9,0.0,162.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,10,0.0,9.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,11,0.0,61.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2022,12,0.0,21.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,1,0.0,79.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,2,0.0,30.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,3,0.0,76.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,4,0.0,101.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,5,0.0,290.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,6,0.0,153.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,7,0.0,701.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,8,0.0,299.9,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,9,0.0,322.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,10,0.0,4.2,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,11,0.0,28.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2023,12,0.0,102.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,1,0.0,40.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,2,0.0,137.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,3,0.0,102.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,4,0.0,166.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,5,0.0,148.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,6,0.0,173.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,7,0.0,362.4,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,8,0.0,86.5,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,9,0.0,420.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,10,0.0,208.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,11,0.0,99.1,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2024,12,0.0,0.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,1,0.0,7.6,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,2,0.0,32.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,3,0.0,52.0,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,4,0.0,75.3,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,5,0.0,132.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,6,0.0,292.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,7,0.0,241.8,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,8,0.0,158.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
26110,2025,9,0.0,53.7,0.0,0.0,0.0,3.0,1439.70089889823,2.0,0.0,0.0
