SIGUNGU,FLOOD_YEAR,FLOOD_MONTH,RAIN_TOTAL
51820,2016,1,6.6
51780,2016,1,0.9
41250,2016,1,1.3
41480,2016,1,1.0
51760,2016,1,2.6
51760,2016,1,2.6
51110,2016,1,0.4
28720,2016,1,5.7
28720,2016,1,5.7
51150,2016,1,24.7
51150,2016,1,27.4
51170,2016,1,12.4
11110,2016,1,1.0
11110,2016,1,1.0
28110,2016,1,2.8
28110,2016,1,2.8
51130,2016,1,1.6
47940,2016,1,164.2
41113,2016,1,4.6
41113,2016,1,4.6
51750,2016,1,3.4
43130,2016,1,1.8
44210,2016,1,21.9
47930,2016,1,12.8
47930,2016,1,12.8
43113,2016,1,5.7
30200,2016,1,11.6
43740,2016,1,18.9
47170,2016,1,6.8
47170,2016,1,6.8
47250,2016,1,11.7
47111,2016,1,47.2
52130,2016,1,42.4
52130,2016,1,42.4
27140,2016,1,23.8
27140,2016,1,23.8
52113,2016,1,25.2
52111,2016,1,25.2
31110,2016,1,50.6
31110,2016,1,50.6
31110,2016,1,50.6
48120,2016,1,40.5
29170,2016,1,49.7
26110,2016,1,59.5
48220,2016,1,70.7
46110,2016,1,79.2
46110,2016,1,79.2
46130,2016,1,51.2
46910,2016,1,21.1
46890,2016,1,65.0
52790,2016,1,53.6
52790,2016,1,53.6
52790,2016,1,53.6
46150,2016,1,30.0
46150,2016,1,30.0
46900,2016,1,18.6
44800,2016,1,10.7
50110,2016,1,125.6
50110,2016,1,70.1
50130,2016,1,167.8
50130,2016,1,167.8
50130,2016,1,167.8
50130,2016,1,74.9
50130,2016,1,74.9
48170,2016,1,35.4
48170,2016,1,35.4
28710,2016,1,0.2
41830,2016,1,0.4
41500,2016,1,3.6
51810,2016,1,0.3
51810,2016,1,0.3
51720,2016,1,0.1
51190,2016,1,8.9
51770,2016,1,1.0
51770,2016,1,1.0
51770,2016,1,1.0
43150,2016,1,4.5
43720,2016,1,9.7
44131,2016,1,8.0
44131,2016,1,8.0
44180,2016,1,7.8
44760,2016,1,6.6
44710,2016,1,11.1
52800,2016,1,51.1
52750,2016,1,36.1
52180,2016,1,60.2
52180,2016,1,60.2
52190,2016,1,30.0
52190,2016,1,30.0
52190,2016,1,30.0
52740,2016,1,24.9
52790,2016,1,54.0
46870,2016,1,45.2
48250,2016,1,44.0
52770,2016,1,34.4
48123,2016,1,39.5
48330,2016,1,55.6
46780,2016,1,23.3
46780,2016,1,23.3
46810,2016,1,59.6
46810,2016,1,59.6
46800,2016,1,54.0
46820,2016,1,56.3
46770,2016,1,57.5
46770,2016,1,57.5
48720,2016,1,32.2
48870,2016,1,25.1
46230,2016,1,38.5
46230,2016,1,38.5
46900,2016,1,58.6
47920,2016,1,3.5
47920,2016,1,3.5
47210,2016,1,4.0
47280,2016,1,7.4
47280,2016,1,7.4
47750,2016,1,8.6
47750,2016,1,8.6
47770,2016,1,12.5
47730,2016,1,5.3
47190,2016,1,16.6
47230,2016,1,22.5
47130,2016,1,38.1
48880,2016,1,20.7
48880,2016,1,20.7
48890,2016,1,27.7
48270,2016,1,33.5
48860,2016,1,31.0
48310,2016,1,81.5
48840,2016,1,62.7
51820,2016,2,38.3
51780,2016,2,54.1
41250,2016,2,47.8
41480,2016,2,65.9
51760,2016,2,39.0
51760,2016,2,39.0
51110,2016,2,54.8
28720,2016,2,66.5
28720,2016,2,66.5
51150,2016,2,45.7
51150,2016,2,48.5
51170,2016,2,55.0
11110,2016,2,47.6
11110,2016,2,47.6
28110,2016,2,43.1
28110,2016,2,43.1
51130,2016,2,45.8
47940,2016,2,134.8
41113,2016,2,52.6
41113,2016,2,52.6
51750,2016,2,54.5
43130,2016,2,50.1
44210,2016,2,61.7
47930,2016,2,40.6
47930,2016,2,40.6
43113,2016,2,45.5
30200,2016,2,45.8
43740,2016,2,34.2
47170,2016,2,32.8
47170,2016,2,32.8
47250,2016,2,36.6
47111,2016,2,14.4
52130,2016,2,46.1
52130,2016,2,46.1
27140,2016,2,15.5
27140,2016,2,15.5
52113,2016,2,31.6
52111,2016,2,31.6
31110,2016,2,32.4
31110,2016,2,32.4
31110,2016,2,32.4
48120,2016,2,73.2
29170,2016,2,45.2
26110,2016,2,63.7
48220,2016,2,93.2
46110,2016,2,40.5
46110,2016,2,40.5
46130,2016,2,65.5
46910,2016,2,28.1
46890,2016,2,71.6
52790,2016,2,30.0
52790,2016,2,30.0
52790,2016,2,30.0
46150,2016,2,71.9
46150,2016,2,71.9
46900,2016,2,56.0
44800,2016,2,49.5
50110,2016,2,40.0
50110,2016,2,76.7
50130,2016,2,103.1
50130,2016,2,103.1
50130,2016,2,103.1
50130,2016,2,143.4
50130,2016,2,143.4
48170,2016,2,76.4
48170,2016,2,76.4
28710,2016,2,39.1
41830,2016,2,25.0
41500,2016,2,52.2
51810,2016,2,41.3
51810,2016,2,41.3
51720,2016,2,35.4
51190,2016,2,28.9
51770,2016,2,66.0
51770,2016,2,66.0
51770,2016,2,66.0
43150,2016,2,68.7
43720,2016,2,39.8
44131,2016,2,43.6
44131,2016,2,43.6
44180,2016,2,54.2
44760,2016,2,59.6
44710,2016,2,46.0
52800,2016,2,40.6
52750,2016,2,42.4
52180,2016,2,33.0
52180,2016,2,33.0
52190,2016,2,48.5
52190,2016,2,48.5
52190,2016,2,48.5
52740,2016,2,67.2
52790,2016,2,28.7
46870,2016,2,40.5
48250,2016,2,67.0
52770,2016,2,50.6
48123,2016,2,56.1
48330,2016,2,76.0
46780,2016,2,108.6
46780,2016,2,108.6
46810,2016,2,46.0
46810,2016,2,46.0
46800,2016,2,50.5
46820,2016,2,24.1
46770,2016,2,56.2
46770,2016,2,56.2
48720,2016,2,44.2
48870,2016,2,34.4
46230,2016,2,73.0
46230,2016,2,73.0
46900,2016,2,56.9
47920,2016,2,48.8
47920,2016,2,48.8
47210,2016,2,49.9
47280,2016,2,42.6
47280,2016,2,42.6
47750,2016,2,21.0
47750,2016,2,21.0
47770,2016,2,18.1
47730,2016,2,17.3
47190,2016,2,23.7
47230,2016,2,17.3
47130,2016,2,14.0
48880,2016,2,40.4
48880,2016,2,40.4
48890,2016,2,34.9
48270,2016,2,33.7
48860,2016,2,46.8
48310,2016,2,104.6
48840,2016,2,119.5
51820,2016,3,31.8
51780,2016,3,45.2
41250,2016,3,53.3
41480,2016,3,57.4
51760,2016,3,18.4
51760,2016,3,18.4
51110,2016,3,49.6
28720,2016,3,35.3
28720,2016,3,35.3
51150,2016,3,29.6
51150,2016,3,29.3
51170,2016,3,27.7
11110,2016,3,40.5
11110,2016,3,40.5
28110,2016,3,44.1
28110,2016,3,44.1
51130,2016,3,36.5
47940,2016,3,16.1
41113,2016,3,54.8
41113,2016,3,54.8
51750,2016,3,21.1
43130,2016,3,11.9
44210,2016,3,24.3
47930,2016,3,26.8
47930,2016,3,26.8
43113,2016,3,13.2
30200,2016,3,40.3
43740,2016,3,57.5
47170,2016,3,45.8
47170,2016,3,45.8
47250,2016,3,56.3
47111,2016,3,69.8
52130,2016,3,24.1
52130,2016,3,24.1
27140,2016,3,67.5
27140,2016,3,67.5
52113,2016,3,67.0
52111,2016,3,67.0
31110,2016,3,92.2
31110,2016,3,92.2
31110,2016,3,92.2
48120,2016,3,81.6
29170,2016,3,55.2
26110,2016,3,133.5
48220,2016,3,133.1
46110,2016,3,54.9
46110,2016,3,54.9
46130,2016,3,86.6
46910,2016,3,53.9
46890,2016,3,70.2
52790,2016,3,20.0
52790,2016,3,20.0
52790,2016,3,20.0
46150,2016,3,153.7
46150,2016,3,153.7
46900,2016,3,97.1
44800,2016,3,20.3
50110,2016,3,96.9
50110,2016,3,89.0
50130,2016,3,206.7
50130,2016,3,206.7
50130,2016,3,206.7
50130,2016,3,138.1
50130,2016,3,138.1
48170,2016,3,121.0
48170,2016,3,121.0
28710,2016,3,52.3
41830,2016,3,24.5
41500,2016,3,58.2
51810,2016,3,41.3
51810,2016,3,41.3
51720,2016,3,39.7
51190,2016,3,35.2
51770,2016,3,30.6
51770,2016,3,30.6
51770,2016,3,30.6
43150,2016,3,21.5
43720,2016,3,45.5
44131,2016,3,16.5
44131,2016,3,16.5
44180,2016,3,18.7
44760,2016,3,19.0
44710,2016,3,54.5
52800,2016,3,52.0
52750,2016,3,61.1
52180,2016,3,77.1
52180,2016,3,77.1
52190,2016,3,72.5
52190,2016,3,72.5
52190,2016,3,72.5
52740,2016,3,63.1
52790,2016,3,21.6
46870,2016,3,77.3
48250,2016,3,77.6
52770,2016,3,78.1
48123,2016,3,77.3
48330,2016,3,90.4
46780,2016,3,101.5
46780,2016,3,101.5
46810,2016,3,99.3
46810,2016,3,99.3
46800,2016,3,90.3
46820,2016,3,93.7
46770,2016,3,84.2
46770,2016,3,84.2
48720,2016,3,112.2
48870,2016,3,59.8
46230,2016,3,101.9
46230,2016,3,101.9
46900,2016,3,98.1
47920,2016,3,38.4
47920,2016,3,38.4
47210,2016,3,36.9
47280,2016,3,42.1
47280,2016,3,42.1
47750,2016,3,43.5
47750,2016,3,43.5
47770,2016,3,27.1
47730,2016,3,52.6
47190,2016,3,50.5
47230,2016,3,75.9
47130,2016,3,64.5
48880,2016,3,59.2
48880,2016,3,59.2
48890,2016,3,87.4
48270,2016,3,93.3
48860,2016,3,75.0
48310,2016,3,126.7
48840,2016,3,118.4
51820,2016,4,77.5
51780,2016,4,88.8
41250,2016,4,86.5
41480,2016,4,89.3
51760,2016,4,84.5
51760,2016,4,84.5
51110,2016,4,98.0
28720,2016,4,64.8
28720,2016,4,64.8
51150,2016,4,70.4
51150,2016,4,73.0
51170,2016,4,60.8
11110,2016,4,76.8
11110,2016,4,76.8
28110,2016,4,80.8
28110,2016,4,80.8
51130,2016,4,71.5
47940,2016,4,118.5
41113,2016,4,79.2
41113,2016,4,79.2
51750,2016,4,83.4
43130,2016,4,97.3
44210,2016,4,87.0
47930,2016,4,103.8
47930,2016,4,103.8
43113,2016,4,132.1
30200,2016,4,154.9
43740,2016,4,155.8
47170,2016,4,126.3
47170,2016,4,126.3
47250,2016,4,164.4
47111,2016,4,155.2
52130,2016,4,166.6
52130,2016,4,166.6
27140,2016,4,151.0
27140,2016,4,151.0
52113,2016,4,144.2
52111,2016,4,144.2
31110,2016,4,179.2
31110,2016,4,179.2
31110,2016,4,179.2
48120,2016,4,263.0
29170,2016,4,185.0
26110,2016,4,198.5
48220,2016,4,262.9
46110,2016,4,192.0
46110,2016,4,192.0
46130,2016,4,301.0
46910,2016,4,182.5
46890,2016,4,268.9
52790,2016,4,176.2
52790,2016,4,176.2
52790,2016,4,176.2
46150,2016,4,214.4
46150,2016,4,214.4
46900,2016,4,205.2
44800,2016,4,112.0
50110,2016,4,121.4
50110,2016,4,147.3
50130,2016,4,294.4
50130,2016,4,294.4
50130,2016,4,294.4
50130,2016,4,232.2
50130,2016,4,232.2
48170,2016,4,299.7
48170,2016,4,299.7
28710,2016,4,93.1
41830,2016,4,71.7
41500,2016,4,86.7
51810,2016,4,93.2
51810,2016,4,93.2
51720,2016,4,76.0
51190,2016,4,116.6
51770,2016,4,93.5
51770,2016,4,93.5
51770,2016,4,93.5
43150,2016,4,117.1
43720,2016,4,149.2
44131,2016,4,118.3
44131,2016,4,118.3
44180,2016,4,105.1
44760,2016,4,164.6
44710,2016,4,171.7
52800,2016,4,179.5
52750,2016,4,186.1
52180,2016,4,191.3
52180,2016,4,191.3
52190,2016,4,165.4
52190,2016,4,165.4
52190,2016,4,165.4
52740,2016,4,195.9
52790,2016,4,195.2
46870,2016,4,200.4
48250,2016,4,193.0
52770,2016,4,201.6
48123,2016,4,283.4
48330,2016,4,215.0
46780,2016,4,261.9
46780,2016,4,261.9
46810,2016,4,244.5
46810,2016,4,244.5
46800,2016,4,222.9
46820,2016,4,175.7
46770,2016,4,264.7
46770,2016,4,264.7
48720,2016,4,225.2
48870,2016,4,168.2
46230,2016,4,249.5
46230,2016,4,249.5
46900,2016,4,235.2
47920,2016,4,124.5
47920,2016,4,124.5
47210,2016,4,172.0
47280,2016,4,168.0
47280,2016,4,168.0
47750,2016,4,132.1
47750,2016,4,132.1
47770,2016,4,158.5
47730,2016,4,147.1
47190,2016,4,163.7
47230,2016,4,174.5
47130,2016,4,159.6
48880,2016,4,171.6
48880,2016,4,171.6
48890,2016,4,206.9
48270,2016,4,174.6
48860,2016,4,233.7
48310,2016,4,283.7
48840,2016,4,410.5
51820,2016,5,35.7
51780,2016,5,149.9
41250,2016,5,151.8
41480,2016,5,157.7
51760,2016,5,46.8
51760,2016,5,46.8
51110,2016,5,109.1
28720,2016,5,128.0
28720,2016,5,128.0
51150,2016,5,34.1
51150,2016,5,33.6
51170,2016,5,24.8
11110,2016,5,160.5
11110,2016,5,160.5
28110,2016,5,148.5
28110,2016,5,148.5
51130,2016,5,87.4
47940,2016,5,64.3
41113,2016,5,156.4
41113,2016,5,156.4
51750,2016,5,51.6
43130,2016,5,70.0
44210,2016,5,153.7
47930,2016,5,18.0
47930,2016,5,18.0
43113,2016,5,84.4
30200,2016,5,85.1
43740,2016,5,60.1
47170,2016,5,51.4
47170,2016,5,51.4
47250,2016,5,52.8
47111,2016,5,39.4
52130,2016,5,102.9
52130,2016,5,102.9
27140,2016,5,65.0
27140,2016,5,65.0
52113,2016,5,84.3
52111,2016,5,84.3
31110,2016,5,86.1
31110,2016,5,86.1
31110,2016,5,86.1
48120,2016,5,123.7
29170,2016,5,104.5
26110,2016,5,108.8
48220,2016,5,106.8
46110,2016,5,119.9
46110,2016,5,119.9
46130,2016,5,124.3
46910,2016,5,106.7
46890,2016,5,108.9
52790,2016,5,105.8
52790,2016,5,105.8
52790,2016,5,105.8
46150,2016,5,138.8
46150,2016,5,138.8
46900,2016,5,136.6
44800,2016,5,119.3
50110,2016,5,113.0
50110,2016,5,143.2
50130,2016,5,197.8
50130,2016,5,197.8
50130,2016,5,197.8
50130,2016,5,216.6
50130,2016,5,216.6
48170,2016,5,153.9
48170,2016,5,153.9
28710,2016,5,191.8
41830,2016,5,124.4
41500,2016,5,97.9
51810,2016,5,88.3
51810,2016,5,88.3
51720,2016,5,98.6
51190,2016,5,60.0
51770,2016,5,61.6
51770,2016,5,61.6
51770,2016,5,61.6
43150,2016,5,82.4
43720,2016,5,88.5
44131,2016,5,107.2
44131,2016,5,107.2
44180,2016,5,146.5
44760,2016,5,121.6
44710,2016,5,70.5
52800,2016,5,99.9
52750,2016,5,108.8
52180,2016,5,112.9
52180,2016,5,112.9
52190,2016,5,90.2
52190,2016,5,90.2
52190,2016,5,90.2
52740,2016,5,101.8
52790,2016,5,115.8
46870,2016,5,114.0
48250,2016,5,117.8
52770,2016,5,90.8
48123,2016,5,169.0
48330,2016,5,128.0
46780,2016,5,132.5
46780,2016,5,132.5
46810,2016,5,159.6
46810,2016,5,159.6
46800,2016,5,133.2
46820,2016,5,111.6
46770,2016,5,128.2
46770,2016,5,128.2
48720,2016,5,104.3
48870,2016,5,70.1
46230,2016,5,132.0
46230,2016,5,132.0
46900,2016,5,158.4
47920,2016,5,56.2
47920,2016,5,56.2
47210,2016,5,91.1
47280,2016,5,73.0
47280,2016,5,73.0
47750,2016,5,47.8
47750,2016,5,47.8
47770,2016,5,27.1
47730,2016,5,63.0
47190,2016,5,59.4
47230,2016,5,62.6
47130,2016,5,50.5
48880,2016,5,61.2
48880,2016,5,61.2
48890,2016,5,98.3
48270,2016,5,109.5
48860,2016,5,111.2
48310,2016,5,161.2
48840,2016,5,203.6
51820,2016,6,62.2
51780,2016,6,27.1
41250,2016,6,29.5
41480,2016,6,28.6
51760,2016,6,64.3
51760,2016,6,64.3
51110,2016,6,93.2
28720,2016,6,25.2
28720,2016,6,25.2
51150,2016,6,64.4
51150,2016,6,40.7
51170,2016,6,22.9
11110,2016,6,54.4
11110,2016,6,54.4
28110,2016,6,19.5
28110,2016,6,19.5
51130,2016,6,35.8
47940,2016,6,46.3
41113,2016,6,37.4
41113,2016,6,37.4
51750,2016,6,46.4
43130,2016,6,38.9
44210,2016,6,36.8
47930,2016,6,45.4
47930,2016,6,45.4
43113,2016,6,39.9
30200,2016,6,62.5
43740,2016,6,45.5
47170,2016,6,43.4
47170,2016,6,43.4
47250,2016,6,47.0
47111,2016,6,52.5
52130,2016,6,37.4
52130,2016,6,37.4
27140,2016,6,45.7
27140,2016,6,45.7
52113,2016,6,95.8
52111,2016,6,95.8
31110,2016,6,70.1
31110,2016,6,70.1
31110,2016,6,70.1
48120,2016,6,108.8
29170,2016,6,116.1
26110,2016,6,115.2
48220,2016,6,112.7
46110,2016,6,133.6
46110,2016,6,133.6
46130,2016,6,162.2
46910,2016,6,143.6
46890,2016,6,140.9
52790,2016,6,74.4
52790,2016,6,74.4
52790,2016,6,74.4
46150,2016,6,107.7
46150,2016,6,107.7
46900,2016,6,167.9
50110,2016,6,162.7
50110,2016,6,193.7
50130,2016,6,241.3
50130,2016,6,241.3
50130,2016,6,241.3
50130,2016,6,281.2
50130,2016,6,281.2
48170,2016,6,113.8
48170,2016,6,113.8
28710,2016,6,19.4
41830,2016,6,37.5
41500,2016,6,18.9
51810,2016,6,51.8
51810,2016,6,51.8
51720,2016,6,54.5
51190,2016,6,41.8
43150,2016,6,42.1
43720,2016,6,48.8
44131,2016,6,36.2
44131,2016,6,36.2
44180,2016,6,23.7
44760,2016,6,49.4
44710,2016,6,87.4
52800,2016,6,42.0
52750,2016,6,67.2
52180,2016,6,51.7
52180,2016,6,51.7
52190,2016,6,79.7
52190,2016,6,79.7
52190,2016,6,79.7
52740,2016,6,57.3
46800,2016,6,141.5
46820,2016,6,103.5
46770,2016,6,117.5
46770,2016,6,117.5
46900,2016,6,163.1
47920,2016,6,46.0
47920,2016,6,46.0
47210,2016,6,62.0
47280,2016,6,49.5
47280,2016,6,49.5
47770,2016,6,56.3
47730,2016,6,42.8
47190,2016,6,29.0
47230,2016,6,49.4
48880,2016,6,46.1
48880,2016,6,46.1
48890,2016,6,49.9
48270,2016,6,103.0
48860,2016,6,73.1
48310,2016,6,152.3
48840,2016,6,160.7
51820,2016,7,477.8
51780,2016,7,460.5
41250,2016,7,366.3
41480,2016,7,377.9
51760,2016,7,421.3
51760,2016,7,421.3
51110,2016,7,617.1
28720,2016,7,177.4
28720,2016,7,177.4
51150,2016,7,377.1
51150,2016,7,424.2
51170,2016,7,307.5
11110,2016,7,358.2
11110,2016,7,358.2
28110,2016,7,300.5
28110,2016,7,300.5
51130,2016,7,360.1
47940,2016,7,133.6
41113,2016,7,317.7
41113,2016,7,317.7
51750,2016,7,360.6
43130,2016,7,374.4
44210,2016,7,295.6
47930,2016,7,323.9
47930,2016,7,323.9
43113,2016,7,320.0
30200,2016,7,367.9
43740,2016,7,304.4
47170,2016,7,274.5
47170,2016,7,274.5
47250,2016,7,313.6
47111,2016,7,113.2
52130,2016,7,327.2
52130,2016,7,327.2
27140,2016,7,307.3
27140,2016,7,307.3
52113,2016,7,251.8
52111,2016,7,251.8
31110,2016,7,226.9
31110,2016,7,226.9
31110,2016,7,226.9
48120,2016,7,181.8
29170,2016,7,301.3
26110,2016,7,188.8
48220,2016,7,235.5
46110,2016,7,249.2
46110,2016,7,249.2
46130,2016,7,157.8
46910,2016,7,175.9
46890,2016,7,224.9
52790,2016,7,198.5
52790,2016,7,198.5
52790,2016,7,198.5
46150,2016,7,208.5
46150,2016,7,208.5
46900,2016,7,259.1
50110,2016,7,98.6
50110,2016,7,117.2
50130,2016,7,170.2
50130,2016,7,170.2
50130,2016,7,170.2
50130,2016,7,203.2
50130,2016,7,203.2
48170,2016,7,161.0
48170,2016,7,161.0
28710,2016,7,326.4
41830,2016,7,385.0
41500,2016,7,284.0
51810,2016,7,546.5
51810,2016,7,546.5
51720,2016,7,429.4
51190,2016,7,439.2
43150,2016,7,419.7
43720,2016,7,494.9
44131,2016,7,364.3
44131,2016,7,364.3
44180,2016,7,200.2
44760,2016,7,341.1
44710,2016,7,377.9
52800,2016,7,220.7
52750,2016,7,271.7
52180,2016,7,205.1
52180,2016,7,205.1
52190,2016,7,286.6
52190,2016,7,286.6
52190,2016,7,286.6
52740,2016,7,377.9
46800,2016,7,208.3
46820,2016,7,205.4
46770,2016,7,173.3
46770,2016,7,173.3
46900,2016,7,277.4
47920,2016,7,416.5
47920,2016,7,416.5
47210,2016,7,486.3
47280,2016,7,407.6
47280,2016,7,407.6
47770,2016,7,173.2
47730,2016,7,232.8
47190,2016,7,325.4
47230,2016,7,183.5
48880,2016,7,285.3
48880,2016,7,285.3
48890,2016,7,273.5
48270,2016,7,231.4
48860,2016,7,217.6
48310,2016,7,319.1
48840,2016,7,167.1
51820,2016,8,186.9
51780,2016,8,63.7
41250,2016,8,70.4
41480,2016,8,31.9
51760,2016,8,260.4
51760,2016,8,260.4
51110,2016,8,33.2
28720,2016,8,54.4
28720,2016,8,54.4
51150,2016,8,259.4
51150,2016,8,282.6
51170,2016,8,137.0
11110,2016,8,67.1
11110,2016,8,67.1
28110,2016,8,26.5
28110,2016,8,26.5
51130,2016,8,49.4
47940,2016,8,491.3
41113,2016,8,73.0
41113,2016,8,73.0
51750,2016,8,107.5
43130,2016,8,44.0
44210,2016,8,34.0
47930,2016,8,114.3
47930,2016,8,114.3
43113,2016,8,69.0
30200,2016,8,57.4
43740,2016,8,90.6
47170,2016,8,38.0
47170,2016,8,38.0
47250,2016,8,116.3
47111,2016,8,181.5
52130,2016,8,10.0
52130,2016,8,10.0
27140,2016,8,81.2
27140,2016,8,81.2
52113,2016,8,35.8
52111,2016,8,35.8
31110,2016,8,98.2
31110,2016,8,98.2
31110,2016,8,98.2
48120,2016,8,110.0
29170,2016,8,81.0
26110,2016,8,141.5
48220,2016,8,61.7
46110,2016,8,20.4
46110,2016,8,20.4
46130,2016,8,33.8
46910,2016,8,41.3
46890,2016,8,30.9
52790,2016,8,47.0
52790,2016,8,47.0
52790,2016,8,47.0
46150,2016,8,73.0
46150,2016,8,73.0
46900,2016,8,33.2
50110,2016,8,75.6
50110,2016,8,76.4
50130,2016,8,81.4
50130,2016,8,81.4
50130,2016,8,81.4
50130,2016,8,170.9
50130,2016,8,170.9
48170,2016,8,74.8
48170,2016,8,74.8
28710,2016,8,26.7
41830,2016,8,81.5
41500,2016,8,59.9
51810,2016,8,96.0
51810,2016,8,96.0
51720,2016,8,38.5
51190,2016,8,106.1
43150,2016,8,113.8
43720,2016,8,53.0
44131,2016,8,82.0
44131,2016,8,82.0
44180,2016,8,5.1
44760,2016,8,33.4
44710,2016,8,105.6
52800,2016,8,30.2
52750,2016,8,90.0
52180,2016,8,115.8
52180,2016,8,115.8
52190,2016,8,122.7
52190,2016,8,122.7
52190,2016,8,122.7
52740,2016,8,113.4
46800,2016,8,50.1
46820,2016,8,25.1
46770,2016,8,47.4
46770,2016,8,47.4
46900,2016,8,25.5
47920,2016,8,61.8
47920,2016,8,61.8
47210,2016,8,62.0
47280,2016,8,51.7
47280,2016,8,51.7
47770,2016,8,69.6
47730,2016,8,83.0
47190,2016,8,114.7
47230,2016,8,89.2
48880,2016,8,80.3
48880,2016,8,80.3
48890,2016,8,101.0
48270,2016,8,47.1
48860,2016,8,112.3
48310,2016,8,67.4
48840,2016,8,63.1
51820,2016,9,126.0
51780,2016,9,32.2
41250,2016,9,39.6
41480,2016,9,26.4
51760,2016,9,102.1
51760,2016,9,102.1
51110,2016,9,76.2
28720,2016,9,30.7
28720,2016,9,30.7
51150,2016,9,93.8
51150,2016,9,104.8
51170,2016,9,105.6
11110,2016,9,33.0
11110,2016,9,33.0
28110,2016,9,34.5
28110,2016,9,34.5
51130,2016,9,47.1
47940,2016,9,241.3
41113,2016,9,67.8
41113,2016,9,67.8
51750,2016,9,45.7
43130,2016,9,60.8
44210,2016,9,53.1
47930,2016,9,243.0
47930,2016,9,243.0
43113,2016,9,78.1
30200,2016,9,196.0
43740,2016,9,187.2
47170,2016,9,166.8
47170,2016,9,166.8
47250,2016,9,162.0
47111,2016,9,522.3
52130,2016,9,192.1
52130,2016,9,192.1
27140,2016,9,306.5
27140,2016,9,306.5
52113,2016,9,145.4
52111,2016,9,145.4
31110,2016,9,364.3
31110,2016,9,364.3
31110,2016,9,364.3
48120,2016,9,522.7
29170,2016,9,251.2
26110,2016,9,407.9
48220,2016,9,543.3
46110,2016,9,197.8
46110,2016,9,197.8
46130,2016,9,317.2
46910,2016,9,201.3
46890,2016,9,257.2
52790,2016,9,157.7
52790,2016,9,157.7
52790,2016,9,157.7
46150,2016,9,294.9
46150,2016,9,294.9
46900,2016,9,194.1
50110,2016,9,172.3
50110,2016,9,128.9
50130,2016,9,276.1
50130,2016,9,276.1
50130,2016,9,276.1
50130,2016,9,194.3
50130,2016,9,194.3
48170,2016,9,407.5
48170,2016,9,407.5
28710,2016,9,28.9
41830,2016,9,42.0
41500,2016,9,41.1
51810,2016,9,46.3
51810,2016,9,46.3
51720,2016,9,61.4
51190,2016,9,149.2
43150,2016,9,47.3
43720,2016,9,149.4
44131,2016,9,55.0
44131,2016,9,55.0
44180,2016,9,73.4
44760,2016,9,133.7
44710,2016,9,160.9
52800,2016,9,139.3
52750,2016,9,234.5
52180,2016,9,195.4
52180,2016,9,195.4
52190,2016,9,216.6
52190,2016,9,216.6
52190,2016,9,216.6
52740,2016,9,212.5
46800,2016,9,233.7
46820,2016,9,194.0
46770,2016,9,302.2
46770,2016,9,302.2
46900,2016,9,202.3
47920,2016,9,97.9
47920,2016,9,97.9
47210,2016,9,111.9
47280,2016,9,140.1
47280,2016,9,140.1
47770,2016,9,322.6
47730,2016,9,230.5
47190,2016,9,238.5
47230,2016,9,342.2
48880,2016,9,258.0
48880,2016,9,258.0
48890,2016,9,357.1
48270,2016,9,497.3
48860,2016,9,347.0
48310,2016,9,491.7
48840,2016,9,588.8
51820,2016,10,128.5
51780,2016,10,173.1
41250,2016,10,154.9
41480,2016,10,249.9
51760,2016,10,78.3
51760,2016,10,78.3
51110,2016,10,108.2
28720,2016,10,90.7
28720,2016,10,90.7
51150,2016,10,82.2
51150,2016,10,78.1
51170,2016,10,76.3
11110,2016,10,74.8
11110,2016,10,74.8
28110,2016,10,78.7
28110,2016,10,78.7
51130,2016,10,81.4
47940,2016,10,213.8
41113,2016,10,99.1
41113,2016,10,99.1
51750,2016,10,95.3
43130,2016,10,102.6
44210,2016,10,73.8
47930,2016,10,96.7
47930,2016,10,96.7
43113,2016,10,83.6
30200,2016,10,122.6
43740,2016,10,123.8
47170,2016,10,83.8
47170,2016,10,83.8
47250,2016,10,106.2
47111,2016,10,257.7
52130,2016,10,112.3
52130,2016,10,112.3
27140,2016,10,111.5
27140,2016,10,111.5
52113,2016,10,152.3
52111,2016,10,152.3
31110,2016,10,358.7
31110,2016,10,358.7
31110,2016,10,358.7
48120,2016,10,215.8
29170,2016,10,216.7
26110,2016,10,182.4
48220,2016,10,194.0
46110,2016,10,203.1
46110,2016,10,203.1
46130,2016,10,150.0
46910,2016,10,128.2
46890,2016,10,175.4
52790,2016,10,164.1
52790,2016,10,164.1
52790,2016,10,164.1
46150,2016,10,200.2
46150,2016,10,200.2
46900,2016,10,154.3
50110,2016,10,282.4
50110,2016,10,122.2
50130,2016,10,280.2
50130,2016,10,280.2
50130,2016,10,280.2
50130,2016,10,433.6
50130,2016,10,433.6
48170,2016,10,170.1
48170,2016,10,170.1
28710,2016,10,249.8
41830,2016,10,72.9
41500,2016,10,90.8
51810,2016,10,107.1
51810,2016,10,107.1
51720,2016,10,69.6
51190,2016,10,82.9
43150,2016,10,109.6
43720,2016,10,135.7
44131,2016,10,95.9
44131,2016,10,95.9
44180,2016,10,108.0
44760,2016,10,120.1
44710,2016,10,157.2
52800,2016,10,128.7
52750,2016,10,152.2
52180,2016,10,150.0
52180,2016,10,150.0
52190,2016,10,210.5
52190,2016,10,210.5
52190,2016,10,210.5
