RIVER_SE,RIV_GRD,SIGUNGU_CD,SIGUNGU_NM,RIV_DIS_MIN,RIV_DIS_GRD
RVC002,2,26510,울주군,311.317475545136,3
RVC002,2,26510,울주군,759.953988345861,2
RVC002,2,26510,울주군,280.839967332268,4
RVC002,2,26510,울주군,275.417928942835,4
RVC002,2,26510,울주군,298.200062244591,4
RVC002,2,26510,울주군,261.92957338106,4
RVC002,2,26510,울주군,285.322409393215,4
RVC002,2,26510,울주군,755.309936062575,2
RVC002,2,26510,울주군,758.284541294497,2
RVC002,2,26510,울주군,732.405588058986,2
RVC002,2,26510,울주군,734.970747151538,2
RVC002,2,26510,울주군,755.93574779349,2
RVC002,2,26510,울주군,748.4075363236,2
RVC002,2,26510,울주군,788.113660248786,2
RVC002,2,26510,울주군,904.705043144134,2
RVC002,2,26510,울주군,876.542614424114,2
RVC002,2,26510,울주군,935.859974465661,2
RVC002,2,26510,울주군,897.673516107188,2
RVC002,2,26510,울주군,950.029853488489,2
RVC003,3,26510,울주군,292.735118354712,4
RVC003,3,21510,기장군,129.565861790007,4
RVC002,2,21110,금정구,336.522537000995,3
RVC002,2,26030,동구,384.75287444231,3
RVC002,2,26030,동구,312.46223727154,3
RVC003,3,26030,동구,199.036008906374,4
RVC003,3,26030,동구,192.522475023206,4
RVC003,3,26030,동구,214.471226100993,4
RVC003,3,26030,동구,241.476981438087,4
RVC003,3,26030,동구,247.754463994338,4
RVC003,3,26030,동구,234.673387009848,4
RVC003,3,26030,동구,256.53750628535,4
RVC003,3,26030,동구,318.987266246385,3
RVC003,3,26030,동구,308.882869525598,3
RVC003,3,26030,동구,284.134016207627,4
RVC002,2,26040,북구,744.138592889268,2
RVC002,2,26030,동구,374.589671698943,3
RVC002,2,26030,동구,391.992446569184,3
RVC002,2,26030,동구,326.5539193133,3
RVC002,2,26030,동구,338.490507749021,3
RVC002,2,26030,동구,369.459797374438,3
RVC002,2,26030,동구,382.084784120511,3
RVC002,2,26040,북구,759.915026510138,2
RVC002,2,26040,북구,755.961078766396,2
RVC002,2,26040,북구,748.06845285882,2
RVC002,2,26040,북구,747.070890476271,2
RVC002,2,26040,북구,757.06536503843,2
RVC002,2,26040,북구,731.340347320398,2
RVC002,2,26040,북구,721.527067330885,2
RVC002,2,26040,북구,699.440243665338,3
RVC002,2,26040,북구,703.725922324979,2
RVC002,2,26040,북구,717.018554779576,2
RVC002,2,26040,북구,711.794597284616,2
RVC002,2,26040,북구,654.151520413316,3
RVC002,2,26040,북구,725.612200739008,2
RVC003,3,37020,경주시,820.098078165381,2
RVC003,3,37020,경주시,848.229418692179,2
RVC003,3,37020,경주시,814.017677911012,2
RVC003,3,37020,경주시,783.038860474311,2
RVC003,3,37020,경주시,788.596423475395,2
RVC003,3,37020,경주시,451.416658383008,3
RVC003,3,37020,경주시,512.301514147427,3
RVC003,3,37020,경주시,200.085808619043,4
RVC003,3,37020,경주시,179.425437680181,4
RVC003,3,37011,포항시 남구,812.593576185356,2
RVC003,3,37011,포항시 남구,976.508006378043,2
RVC003,3,37011,포항시 남구,1091.31101451439,2
RVC003,3,37011,포항시 남구,1085.98952481452,2
RVC003,3,37011,포항시 남구,1245.65921287839,2
RVC003,3,37020,경주시,191.860950466293,4
RVC003,3,37020,경주시,571.637901533286,3
RVC003,3,37020,경주시,556.657019069403,3
RVC003,3,37020,경주시,530.875775949821,3
RVC003,3,37020,경주시,430.540339244234,3
RVC002,2,37020,경주시,734.424068324932,2
RVC003,3,21100,사하구,2042.43271243324,1
RVC003,3,21100,사하구,12660.9456477872,1
RVC003,3,21100,사하구,12594.7139336495,1
RVC003,3,21100,사하구,12571.442011994,1
RVC003,3,21100,사하구,12561.0359956448,1
RVC003,3,21100,사하구,12548.2819886476,1
RVC003,3,21100,사하구,12517.5527098853,1
RVC003,3,21100,사하구,12511.3425558553,1
RVC003,3,21100,사하구,12511.2064851229,1
RVC003,3,21100,사하구,7827.28876808342,1
RVC003,3,21100,사하구,7940.03586513839,1
RVC003,3,21100,사하구,7942.86900064715,1
RVC003,3,21100,사하구,7941.36004678625,1
RVC003,3,21100,사하구,7929.89151807922,1
RVC003,3,21100,사하구,7872.58406496971,1
RVC003,3,21100,사하구,7862.79650613407,1
RVC003,3,21100,사하구,7908.29838429377,1
RVC003,3,21100,사하구,7855.56367790817,1
RVC003,3,21100,사하구,7882.44359042422,1
RVC003,3,21100,사하구,7842.31841668934,1
RVC003,3,21100,사하구,7829.75024081343,1
RVC003,3,21100,사하구,7829.41419512369,1
RVC003,3,21100,사하구,7847.46433236137,1
RVC003,3,21100,사하구,7803.45573297801,1
RVC003,3,21100,사하구,7790.73028736148,1
RVC003,3,21100,사하구,7772.21735462936,1
RVC003,3,21100,사하구,7717.53244172884,1
RVC003,3,21100,사하구,7614.35742344875,1
RVC003,3,21100,사하구,7602.75011394624,1
RVC003,3,21100,사하구,7620.84702952024,1
RVC003,3,21100,사하구,7584.83969932541,1
RVC003,3,21100,사하구,7568.6653563249,1
RVC003,3,21100,사하구,2221.49207308533,1
RVC003,3,21100,사하구,2168.45896454509,1
RVC003,3,21100,사하구,2125.15709060074,1
RVC003,3,21100,사하구,2158.55665890246,1
RVC003,3,21100,사하구,1528.18402474406,1
RVC003,3,21100,사하구,1992.96193532091,1
RVC003,3,21100,사하구,1926.82487797002,1
RVC003,3,21100,사하구,1963.14037799659,1
RVC003,3,21100,사하구,1583.72722935077,1
RVC002,2,21150,사상구,2014.67607144676,1
RVC003,3,21120,강서구,387.817563792383,3
RVC002,2,38112,창원시 성산구,161.763282072076,4
RVC002,2,38113,창원시 마산합포구,756.826118939239,2
RVC003,3,38115,창원시 진해구,3512.52946268925,1
RVC003,3,38115,창원시 진해구,2215.54093744749,1
RVC003,3,38115,창원시 진해구,2147.14161160252,1
RVC003,3,38115,창원시 진해구,1828.51409559229,1
RVC003,3,38115,창원시 진해구,507.824110711474,3
RVC003,3,38115,창원시 진해구,121.983748963727,4
RVC003,3,38090,거제시,795.320822045313,2
RVC003,3,38540,고성군,260.254924426979,4
RVC003,3,38111,창원시 의창구,37.3595712529208,5
RVC003,3,38530,창녕군,149.583336259588,4
RVC002,2,22030,서구,883.435653708636,2
RVC002,2,22010,중구,2162.5327511704,1
RVC002,2,22070,달서구,1524.30231597154,1
RVC002,2,38590,거창군,17.5729294136082,5
RVC002,2,35530,무주군,104.632528876628,4
RVC002,2,35510,완주군,71.2930675943157,5
RVC002,2,24030,남구,242.156133529435,4
RVC003,3,36620,무안군,258.876412952135,4
RVC003,3,36640,영광군,196.67601087378,4
RVC003,3,36640,영광군,205.471135033937,4
RVC003,3,36640,영광군,3230.37586558516,1
RVC003,3,36640,영광군,3172.79856389279,1
RVC003,3,36640,영광군,3133.11044125216,1
RVC003,3,36640,영광군,3100.17622367809,1
RVC003,3,36640,영광군,3107.11326766603,1
RVC003,3,36640,영광군,3101.90867340093,1
RVC003,3,36680,신안군,943.034458067555,2
RVC003,3,36680,신안군,487.77361588564,3
RVC003,3,36680,신안군,595.609116207239,3
RVC003,3,36680,신안군,405.885316883368,3
RVC003,3,36680,신안군,1358.3963369647,2
RVC003,3,36680,신안군,811.775653286438,2
RVC003,3,36680,신안군,1615.10774573317,1
RVC003,3,36680,신안군,1356.52103406115,2
RVC003,3,36680,신안군,1411.75298867839,2
RVC002,2,36650,장성군,28.769603660769,5
RVC003,3,36640,영광군,6610.84312592388,1
RVC003,3,36640,영광군,6620.73001682329,1
RVC003,3,36640,영광군,6725.10449249011,1
RVC003,3,36640,영광군,6739.27354516398,1
RVC003,3,36640,영광군,7482.57593552265,1
RVC003,3,36640,영광군,7556.35626519081,1
RVC003,3,36640,영광군,7571.96001712197,1
RVC003,3,36640,영광군,7518.32666063764,1
RVC003,3,36640,영광군,7521.9738396139,1
RVC003,3,36640,영광군,7525.57114359878,1
RVC003,3,36640,영광군,7665.50402636732,1
RVC003,3,36640,영광군,7594.34514764796,1
RVC003,3,36640,영광군,7683.1369883875,1
RVC003,3,36640,영광군,6997.91445032134,1
RVC003,3,36640,영광군,7438.02698809865,1
RVC003,3,36640,영광군,7457.04765807841,1
RVC003,3,36640,영광군,7417.5822176824,1
RVC003,3,36640,영광군,7051.25652068981,1
RVC003,3,36640,영광군,7206.64719736159,1
RVC003,3,36640,영광군,7201.24007084668,1
RVC003,3,36640,영광군,6970.36257913734,1
RVC003,3,36640,영광군,6708.33695830108,1
RVC003,3,36640,영광군,74.4905325450912,5
RVC003,3,35570,고창군,1867.6758975385,1
RVC003,3,35580,부안군,1072.92928631073,2
RVC002,2,35060,김제시,1519.82225766935,1
RVC002,2,35580,부안군,1680.85768257099,1
RVC002,2,35580,부안군,1635.42939126143,1
RVC003,3,35580,부안군,349.255725642492,3
RVC003,3,35020,군산시,346.647675545254,3
RVC003,3,35020,군산시,361.084487663531,3
RVC003,3,35020,군산시,1362.40313073203,2
RVC003,3,35580,부안군,208.786225433426,4
RVC003,3,35580,부안군,184.224634344876,4
RVC003,3,35580,부안군,175.875848244057,4
RVC003,3,35580,부안군,196.76060324958,4
RVC003,3,35580,부안군,205.81052060934,4
RVC003,3,35580,부안군,214.139679522536,4
RVC003,3,35580,부안군,550.457578202743,3
RVC003,3,35580,부안군,465.599998942581,3
RVC003,3,35580,부안군,489.853473210465,3
RVC003,3,35580,부안군,458.041131037959,3
RVC003,3,35580,부안군,463.26274317467,3
RVC003,3,35580,부안군,475.024685032045,3
RVC003,3,35580,부안군,470.451261090085,3
RVC003,3,35580,부안군,484.734599483409,3
RVC003,3,35580,부안군,475.856789300772,3
RVC003,3,35580,부안군,570.47596642774,3
RVC003,3,35580,부안군,343.80512283299,3
RVC003,3,35020,군산시,5271.93170581694,1
RVC003,3,35020,군산시,526.25713261588,3
RVC003,3,35020,군산시,1037.64850101535,2
RVC003,3,35020,군산시,621.200874377052,3
RVC003,3,35020,군산시,866.067951991288,2
RVC003,3,38090,거제시,123.204447282584,4
RVC003,3,38090,거제시,117.300224699023,4
RVC003,3,38090,거제시,267.117863943832,4
RVC003,3,38090,거제시,268.361574380749,4
RVC003,3,38090,거제시,297.430003354977,4
RVC003,3,38090,거제시,243.300696638491,4
RVC003,3,38090,거제시,122.309315639041,4
RVC003,3,38090,거제시,106.58546253218,4
RVC003,3,38090,거제시,103.960207865443,4
RVC003,3,38090,거제시,81.2644750529881,5
RVC003,3,38090,거제시,86.3665863643924,5
RVC003,3,38550,남해군,994.444892460127,2
RVC003,3,38550,남해군,1028.08474242412,2
RVC003,3,38550,남해군,1085.95782887828,2
RVC003,3,38550,남해군,363.14924634237,3
RVC003,3,38090,거제시,170.903895316031,4
RVC003,3,38090,거제시,457.182224532155,3
RVC002,2,38090,거제시,365.333289621038,3
RVC002,2,38090,거제시,331.151318383275,3
RVC003,3,38090,거제시,741.171745154443,2
RVC003,3,38090,거제시,162.220775212586,4
RVC003,3,38090,거제시,213.833600378531,4
RVC003,3,38050,통영시,206.280272540428,4
RVC003,3,38050,통영시,196.905242165914,4
RVC003,3,38090,거제시,374.828909013949,3
RVC003,3,38090,거제시,140.184682115097,4
RVC003,3,38090,거제시,201.04908340751,4
RVC002,2,38090,거제시,341.497785132646,3
RVC002,2,38090,거제시,1577.95998735742,1
RVC003,3,38540,고성군,431.920953316946,3
RVC003,3,38540,고성군,200.331783531391,4
RVC003,3,38540,고성군,199.568049307236,4
RVC003,3,38540,고성군,112.225177268336,4
RVC003,3,38540,고성군,86.3499065695659,5
RVC003,3,38540,고성군,73.0324356247367,5
RVC002,2,38050,통영시,826.648898857144,2
RVC002,2,38050,통영시,741.169158266028,2
RVC002,2,38050,통영시,556.730672003048,3
RVC003,3,38050,통영시,445.424588155901,3
RVC003,3,38050,통영시,486.779959850489,3
RVC003,3,38050,통영시,423.20375778295,3
RVC002,2,38050,통영시,316.015980147767,3
RVC003,3,38050,통영시,847.33335344003,2
RVC003,3,38050,통영시,775.70058227942,2
RVC003,3,38090,거제시,877.60573645687,2
RVC003,3,38090,거제시,843.190953374348,2
RVC003,3,38050,통영시,240.031686483017,4
RVC002,2,38050,통영시,1039.32707845325,2
RVC003,3,38050,통영시,301.65126570727,3
RVC003,3,38090,거제시,646.514818518478,3
RVC003,3,38050,통영시,197.26977441281,4
RVC002,2,38060,사천시,2493.3145481967,1
RVC002,2,38060,사천시,2231.39636612602,1
RVC002,2,38060,사천시,2244.35327579405,1
RVC002,2,38060,사천시,2104.78522280664,1
RVC002,2,38060,사천시,2079.90875416258,1
RVC002,2,38060,사천시,1703.72796227207,1
RVC003,3,38050,통영시,99.1167280136787,5
RVC003,3,38060,사천시,798.728835991276,2
RVC003,3,38060,사천시,1068.54694362685,2
RVC003,3,38060,사천시,1054.76358043937,2
RVC003,3,38060,사천시,1048.36192918875,2
RVC003,3,38060,사천시,1027.0303197178,2
RVC003,3,38060,사천시,958.504078264838,2
RVC003,3,38060,사천시,937.899155680974,2
RVC003,3,38060,사천시,958.104615788934,2
RVC003,3,38060,사천시,950.210354879142,2
RVC003,3,38060,사천시,948.527810489506,2
RVC003,3,38060,사천시,1087.50337147994,2
RVC003,3,38060,사천시,745.489180711603,2
RVC003,3,38060,사천시,723.988064383049,2
RVC003,3,38060,사천시,198.898505678392,4
RVC003,3,38060,사천시,142.845813313306,4
RVC003,3,38550,남해군,293.633448835474,4
RVC003,3,38550,남해군,260.672050033403,4
RVC003,3,38550,남해군,281.593048431051,4
RVC003,3,38540,고성군,216.1661709806,4
RVC003,3,38540,고성군,830.676964615761,2
RVC003,3,36550,고흥군,598.763137952062,3
RVC003,3,36550,고흥군,603.322972315872,3
RVC003,3,36550,고흥군,612.191388298847,3
RVC003,3,36550,고흥군,754.143165447218,2
RVC003,3,36550,고흥군,839.96012497058,2
RVC003,3,36550,고흥군,1116.95124347403,2
RVC003,3,36550,고흥군,1134.12971815168,2
RVC003,3,36550,고흥군,1304.88989671664,2
RVC003,3,36550,고흥군,1305.85079569846,2
RVC003,3,36550,고흥군,1420.57245019077,2
RVC003,3,36550,고흥군,1358.5640732961,2
RVC003,3,36550,고흥군,1387.96518890497,2
RVC003,3,36550,고흥군,2034.67927857379,1
RVC003,3,38550,남해군,426.393599349056,3
RVC003,3,38550,남해군,470.226869470781,3
RVC002,2,38550,남해군,718.65557640873,2
RVC002,2,38550,남해군,843.678375743297,2
RVC003,3,38550,남해군,350.832444992309,3
RVC003,3,38550,남해군,334.448407073066,3
RVC003,3,38550,남해군,297.58336994881,4
RVC003,3,38550,남해군,282.167643883633,4
RVC003,3,38550,남해군,298.375089889691,4
RVC002,2,38550,남해군,995.637276082649,2
RVC002,2,38550,남해군,928.295804101915,2
RVC002,2,38550,남해군,963.474388123515,2
RVC003,3,36020,여수시,1630.41094825381,1
RVC003,3,36020,여수시,1447.86756169138,2
RVC003,3,36020,여수시,577.24575553733,3
RVC003,3,36020,여수시,530.042489952016,3
RVC003,3,36020,여수시,521.778513689184,3
RVC003,3,36020,여수시,367.529802843716,3
RVC003,3,36020,여수시,706.290500110831,2
RVC003,3,36020,여수시,377.46413312596,3
RVC003,3,36020,여수시,1041.24148952306,2
RVC003,3,36020,여수시,793.785389209087,2
RVC003,3,36020,여수시,1743.59184261616,1
RVC002,2,36020,여수시,1327.38993009947,2
RVC003,3,36550,고흥군,1025.8408531826,2
RVC003,3,36550,고흥군,228.90381965906,4
RVC003,3,36550,고흥군,730.859029798814,2
RVC003,3,36550,고흥군,812.609373915473,2
RVC003,3,36550,고흥군,1054.57869690426,2
RVC003,3,36550,고흥군,673.989396743683,3
RVC003,3,36550,고흥군,979.883034356691,2
RVC003,3,36550,고흥군,630.984353000656,3
RVC003,3,36550,고흥군,417.470746876391,3
RVC003,3,36550,고흥군,994.431420400302,2
RVC003,3,36550,고흥군,558.172648955249,3
RVC003,3,36550,고흥군,231.27809195313,4
RVC003,3,36550,고흥군,376.731103533815,3
RVC003,3,36550,고흥군,334.122186767587,3
RVC003,3,36550,고흥군,735.896814109363,2
RVC003,3,36550,고흥군,859.531359894959,2
RVC003,3,36550,고흥군,397.944524856613,3
RVC003,3,36550,고흥군,1024.43381086846,2
RVC003,3,36550,고흥군,3009.51700032763,1
RVC003,3,36550,고흥군,213.684622655506,4
RVC003,3,36550,고흥군,864.047041469563,2
RVC003,3,36550,고흥군,923.591377604743,2
RVC003,3,36550,고흥군,718.704855434967,2
RVC003,3,36020,여수시,1293.47026548064,2
RVC001,1,36060,광양시,583.513989821017,3
RVC003,3,38550,남해군,36.0475083487869,5
RVC003,3,38560,하동군,1098.09836888884,2
RVC003,3,38560,하동군,953.468476689581,2
RVC003,3,38560,하동군,374.144664034218,3
RVC003,3,38560,하동군,286.596213506491,4
RVC003,3,38560,하동군,325.656188018715,3
RVC003,3,38550,남해군,563.272221406209,3
RVC003,3,38550,남해군,609.676402936988,3
RVC003,3,38550,남해군,537.287852542313,3
RVC003,3,38550,남해군,671.101938024933,3
RVC003,3,38550,남해군,769.17961893289,2
RVC003,3,38550,남해군,602.058223706491,3
RVC003,3,38550,남해군,654.923526900016,3
RVC003,3,38550,남해군,549.013731298714,3
RVC003,3,38550,남해군,488.86613630345,3
RVC003,3,38550,남해군,312.250456792187,3
RVC003,3,38550,남해군,568.343535892736,3
RVC003,3,38550,남해군,213.670875959585,4
RVC003,3,38550,남해군,154.785665671882,4
RVC003,3,38550,남해군,219.876426708041,4
RVC003,3,38550,남해군,259.852720909527,4
RVC003,3,38550,남해군,265.096926263048,4
RVC003,3,38550,남해군,272.512239355858,4
RVC003,3,38550,남해군,973.539099283508,2
RVC003,3,38550,남해군,1159.35162775241,2
RVC003,3,38550,남해군,1115.49063927631,2
RVC003,3,38550,남해군,2007.99448465916,1
RVC003,3,38550,남해군,2237.84639342986,1
RVC003,3,38550,남해군,2341.50810590568,1
RVC003,3,38550,남해군,2307.71769263838,1
RVC003,3,38550,남해군,2310.0536352684,1
RVC003,3,38550,남해군,450.801944975242,3
RVC003,3,38550,남해군,750.212224169723,2
RVC003,3,38560,하동군,531.631423227987,3
RVC003,3,38060,사천시,155.020178371411,4
RVC003,3,38550,남해군,740.175922215088,2
RVC003,3,38550,남해군,720.476281629076,2
RVC003,3,38550,남해군,669.840131390643,3
RVC003,3,38550,남해군,651.205884178701,3
RVC003,3,38550,남해군,1266.53725390157,2
RVC003,3,38550,남해군,1343.91248492881,2
RVC003,3,38550,남해군,1393.6484727856,2
RVC003,3,38550,남해군,361.460308772121,3
RVC003,3,38550,남해군,813.292027686744,2
RVC003,3,36060,광양시,1971.0962848275,1
RVC003,3,36020,여수시,778.130234398886,2
RVC003,3,36020,여수시,510.538469470699,3
RVC003,3,36020,여수시,552.3122577686,3
RVC003,3,36020,여수시,1440.32707805906,2
RVC003,3,36020,여수시,975.774270198638,2
RVC003,3,36020,여수시,2019.10060064877,1
RVC003,3,36020,여수시,3104.09129153186,1
RVC003,3,36560,보성군,42.9687166659401,5
RVC003,3,36560,보성군,11.1706404588461,5
RVC003,3,36660,완도군,313.994600076914,3
RVC003,3,36660,완도군,234.550823412926,4
RVC003,3,36660,완도군,205.928864965041,4
RVC003,3,36660,완도군,167.942577014808,4
RVC003,3,36660,완도군,158.431331947152,4
RVC003,3,36660,완도군,1294.40105030219,2
RVC003,3,36660,완도군,1269.10204057316,2
RVC003,3,36660,완도군,1206.24257514277,2
RVC003,3,36660,완도군,1214.16754688578,2
RVC003,3,36660,완도군,321.435352018795,3
RVC002,2,36660,완도군,219.008733917076,4
RVC003,3,36660,완도군,1342.4226272122,2
RVC003,3,36660,완도군,1505.15397272598,1
RVC003,3,36660,완도군,496.133594503071,3
RVC003,3,36660,완도군,874.127370532297,2
RVC003,3,36660,완도군,639.57135845726,3
RVC003,3,36660,완도군,1207.56746171456,2
RVC003,3,36660,완도군,1547.31475045923,1
RVC003,3,36660,완도군,1277.34301595097,2
RVC003,3,36660,완도군,956.547386391505,2
RVC003,3,36660,완도군,1328.24442735597,2
RVC003,3,36660,완도군,1073.90735842521,2
RVC003,3,36660,완도군,944.825294298764,2
RVC003,3,36660,완도군,957.954058507862,2
RVC003,3,36660,완도군,1169.29740838268,2
RVC003,3,36660,완도군,1247.22196315536,2
RVC003,3,36590,강진군,532.528343074142,3
RVC003,3,36590,강진군,423.814575715804,3
RVC003,3,36660,완도군,1706.62422465218,1
RVC003,3,36660,완도군,1340.1309891901,2
RVC003,3,36660,완도군,1276.40089252874,2
RVC003,3,36660,완도군,691.302363717682,3
RVC003,3,36660,완도군,794.965061300487,2
RVC003,3,36660,완도군,49.1872314891188,5
RVC003,3,36660,완도군,3213.90287266632,1
RVC003,3,36660,완도군,3210.33970959811,1
RVC003,3,36660,완도군,3198.1359739193,1
RVC003,3,36660,완도군,3168.90578106093,1
RVC003,3,36660,완도군,3161.84445414102,1
RVC003,3,36660,완도군,3122.17284807078,1
RVC003,3,36660,완도군,800.569578339621,2
RVC003,3,36660,완도군,13.967943064498,5
RVC003,3,36660,완도군,589.999941430512,3
RVC002,2,36660,완도군,394.812501463276,3
RVC003,3,36600,해남군,449.856986131079,3
RVC003,3,36600,해남군,462.025532906977,3
RVC003,3,36600,해남군,461.776144513089,3
RVC002,2,36590,강진군,1969.94534708098,1
RVC003,3,36670,진도군,580.652436584937,3
RVC003,3,36590,강진군,431.613419835931,3
RVC003,3,36600,해남군,2151.67308215509,1
RVC003,3,36600,해남군,1774.98692471158,1
RVC003,3,36600,해남군,813.20354079557,2
RVC003,3,36600,해남군,419.321599242127,3
RVC003,3,36600,해남군,171.352603275501,4
RVC003,3,36670,진도군,371.529912165366,3
RVC003,3,36600,해남군,1494.19705189604,2
RVC003,3,36600,해남군,1498.23792439751,2
RVC003,3,36600,해남군,1470.15824573991,2
RVC003,3,36600,해남군,1290.57341087508,2
RVC003,3,36680,신안군,635.209489743754,3
RVC003,3,36680,신안군,116.485362968227,4
RVC002,2,36670,진도군,2115.13079584158,1
RVC002,2,36670,진도군,2570.27031049646,1
RVC003,3,36680,신안군,374.884785729558,3
RVC003,3,36680,신안군,39.9919686716898,5
RVC003,3,36680,신안군,105.791165327303,4
RVC003,3,36680,신안군,321.928557212181,3
RVC003,3,36680,신안군,489.989509531315,3
RVC003,3,36620,무안군,450.49708565596,3
RVC003,3,36620,무안군,521.489381921933,3
RVC003,3,36010,목포시,465.237490543026,3
RVC003,3,36010,목포시,241.949094223214,4
RVC003,3,36010,목포시,632.291515676079,3
RVC003,3,36680,신안군,930.957334282907,2
RVC002,2,36620,무안군,694.117994073774,3
RVC003,3,36680,신안군,312.504815945799,3
RVC003,3,36680,신안군,762.145454592618,2
RVC003,3,36010,목포시,114.667421348845,4
RVC003,3,36010,목포시,1536.73738640683,1
RVC003,3,36680,신안군,394.97083633661,3
RVC003,3,36680,신안군,734.00019476531,2
RVC003,3,36680,신안군,462.275808736414,3
RVC003,3,36680,신안군,431.483177044151,3
RVC003,3,36680,신안군,551.108380774185,3
RVC003,3,36680,신안군,1083.91605920509,2
RVC003,3,36680,신안군,1218.6457698723,2
RVC003,3,36680,신안군,793.481129598733,2
RVC003,3,36680,신안군,907.277898249246,2
RVC003,3,36680,신안군,1820.34621733777,1
RVC003,3,36680,신안군,129.639591467917,4
RVC003,3,36680,신안군,453.887061803662,3
RVC003,3,36680,신안군,491.830070301832,3
RVC003,3,36680,신안군,1098.67309182499,2
RVC003,3,36680,신안군,475.064474200613,3
RVC003,3,36680,신안군,288.930874427919,4
RVC003,3,36680,신안군,765.338369740407,2
RVC003,3,36680,신안군,1083.2263467508,2
RVC003,3,36680,신안군,325.09407906455,3
RVC003,3,36680,신안군,147.874868046709,4
RVC003,3,36680,신안군,428.895929797478,3
RVC003,3,36680,신안군,546.527750173012,3
RVC003,3,36680,신안군,493.685096577228,3
RVC003,3,36680,신안군,78.3756857122014,5
RVC003,3,36680,신안군,575.298787485737,3
RVC003,3,36680,신안군,626.684795637144,3
RVC003,3,36680,신안군,950.76651715085,2
RVC003,3,36680,신안군,1192.00143191074,2
RVC003,3,36680,신안군,1326.52360500561,2
RVC003,3,36670,진도군,197.046428052252,4
RVC003,3,36680,신안군,199.120197362332,4
RVC003,3,36680,신안군,201.794139948027,4
RVC003,3,36680,신안군,167.080532461423,4
RVC003,3,36680,신안군,135.10025431828,4
RVC003,3,36680,신안군,301.419725409845,3
RVC003,3,36680,신안군,292.40003575147,4
RVC002,2,39020,서귀포시,686.254070682483,3
RVC002,2,39020,서귀포시,711.762849041385,2
RVC002,2,39020,서귀포시,681.646850197027,3
RVC002,2,39020,서귀포시,695.833236891119,3
RVC002,2,39020,서귀포시,789.50280400284,2
RVC002,2,39020,서귀포시,652.158111001378,3
RVC002,2,39020,서귀포시,621.608965723504,3
RVC002,2,39020,서귀포시,532.631196726334,3
RVC002,2,39020,서귀포시,395.874179267677,3
RVC002,2,39020,서귀포시,402.477648007259,3
RVC002,2,39020,서귀포시,393.751037663346,3
RVC002,2,39020,서귀포시,379.973736991025,3
RVC002,2,39020,서귀포시,360.649648529686,3
RVC002,2,39020,서귀포시,384.979342872222,3
RVC002,2,39020,서귀포시,348.980747161487,3
RVC003,3,39020,서귀포시,620.538586471639,3
RVC003,3,39020,서귀포시,261.168229822354,4
RVC003,3,39020,서귀포시,275.603296758218,4
RVC002,2,39020,서귀포시,981.6965172772,2
RVC002,2,39020,서귀포시,942.873129677311,2
RVC002,2,39020,서귀포시,947.522872720952,2
RVC002,2,39020,서귀포시,692.846543221896,3
RVC002,2,39020,서귀포시,679.093036943224,3
RVC002,2,39020,서귀포시,655.39812272661,3
RVC002,2,39020,서귀포시,641.542144968939,3
RVC002,2,39020,서귀포시,621.650599057978,3
RVC002,2,39020,서귀포시,615.376112616457,3
RVC002,2,39020,서귀포시,1073.57523077286,2
RVC002,2,39020,서귀포시,1075.05709691006,2
RVC002,2,39020,서귀포시,1134.88316627805,2
RVC002,2,39020,서귀포시,919.67709922867,2
RVC002,2,39020,서귀포시,904.709773161925,2
RVC002,2,39020,서귀포시,810.705579101929,2
RVC002,2,39020,서귀포시,817.573112177845,2
RVC002,2,39020,서귀포시,1017.07668838197,2
RVC002,2,39020,서귀포시,2080.39506512784,1
RVC002,2,39020,서귀포시,2034.92476789899,1
RVC002,2,39020,서귀포시,2006.74490780271,1
RVC002,2,39020,서귀포시,2242.51014420623,1
RVC002,2,39020,서귀포시,2116.79144459103,1
RVC002,2,39020,서귀포시,2214.67944182873,1
RVC002,2,39020,서귀포시,2115.68937088796,1
RVC002,2,39020,서귀포시,2193.02162898579,1
RVC002,2,39020,서귀포시,2206.39538496228,1
RVC002,2,39020,서귀포시,2005.90520203088,1
RVC002,2,39020,서귀포시,1907.10354940135,1
RVC002,2,39020,서귀포시,1905.61145403522,1
RVC003,3,39020,서귀포시,602.110255724649,3
RVC003,3,39020,서귀포시,545.629656325502,3
RVC003,3,39020,서귀포시,448.976954726779,3
RVC003,3,39020,서귀포시,418.456350306006,3
RVC003,3,39020,서귀포시,426.403109995612,3
RVC003,3,39020,서귀포시,455.27266583424,3
RVC003,3,39020,서귀포시,413.045604746104,3
RVC003,3,39020,서귀포시,413.216811399847,3
RVC003,3,39020,서귀포시,391.636436159518,3
RVC003,3,39020,서귀포시,381.809470977087,3
RVC003,3,39020,서귀포시,390.172220539736,3
RVC003,3,39020,서귀포시,354.408177171879,3
RVC003,3,39020,서귀포시,366.014239855227,3
RVC003,3,39020,서귀포시,385.802751289418,3
RVC003,3,39020,서귀포시,362.296220264703,3
RVC003,3,39020,서귀포시,366.490546276454,3
RVC003,3,39020,서귀포시,366.875471232984,3
RVC003,3,39020,서귀포시,353.07784752187,3
RVC003,3,39020,서귀포시,332.727069489903,3
RVC003,3,39020,서귀포시,368.240873971854,3
RVC003,3,39020,서귀포시,342.93550219923,3
RVC003,3,39020,서귀포시,345.182541258398,3
